time,users_count,finish_users_count 
0,10,0 
10,14,0 
20,22,0 
30,27,0 
40,33,5 
50,37,9 
60,53,17 
70,65,24 
80,83,29 
90,103,32 
100,116,37 
110,128,54 
120,151,67 
130,172,86 
140,190,101 
150,211,112 
160,228,130 
170,245,150 
180,280,167 
190,318,188 
200,344,211 
210,386,230 
220,425,253 
230,461,282 
240,511,317 
250,567,347 
260,635,378 
270,696,412 
280,747,457 
290,802,504 
300,888,570 
310,988,634 
320,1086,682 
330,1185,728 
340,1283,773 
350,1383,823 
360,1533,889 
370,1671,945 
380,1831,1007 
390,1988,1070 
400,2151,1147 
410,2303,1235 
420,2470,1353 
430,2650,1501 
440,2832,1681 
450,3028,1832 
460,3227,2015 
470,3417,2199 
480,3646,2367 
490,3850,2541 
500,4082,2721 
510,4324,2917 
520,4547,3130 
530,4772,3335 
540,5067,3562 
550,5360,3799 
560,5706,4043 
570,6019,4260 
580,6334,4493 
590,6623,4767 
600,6965,5075 
610,7319,5393 
620,7664,5728 
630,8000,6025 
640,8349,6346 
650,8675,6665 
660,9033,6984 
670,9395,7315 
680,9766,7688 
690,10166,8031 
700,10549,8395 
710,10914,8685 
720,11011,9022 
730,11011,9350 
740,11011,9684 
750,11011,9992 
760,11011,10412 
770,11011,10783 
780,11011,10968 
790,11011,11002 
