time,502,200,500,422,400,302 
350,1,9571,,5109,10153,6088 
360,57,10286,,5461,10920,6548 
370,75,11056,,5851,11708,6999 
380,307,11741,,6198,12569,7405 
390,674,12478,,6609,13728,7820 
400,1295,13165,3,7024,15165,8227 
410,2095,13923,7,7534,17012,8652 
420,3067,14712,21,8105,19143,9053 
430,4031,15580,62,8683,21314,9471 
440,5116,16394,126,9254,23519,9864 
450,6190,17271,185,9837,25801,10221 
460,7140,18204,262,10456,28063,10610 
470,8084,19216,345,11069,30404,11000 
480,8956,20234,437,11724,32788,11354 
490,9750,21439,543,12473,35349,11726 
500,10871,22557,645,13227,38197,12057 
510,11879,23834,794,14039,41246,12373 
520,12820,25162,962,14861,44312,12695 
530,13765,26500,1125,15725,47480,12987 
540,14965,27834,1314,16562,50685,13254 
550,16228,29138,1516,17339,53902,13540 
560,17706,30388,1690,18124,57267,13794 
570,19220,31812,1852,19015,61101,14055 
580,20896,33374,2049,20042,65451,14319 
590,22734,34919,2260,21064,69961,14567 
600,24708,36427,2481,22096,74602,14805 
610,26620,38056,2750,23128,79189,15033 
620,28770,39523,3019,24058,83770,15234 
630,30615,41020,3247,25052,88141,15441 
640,32702,42569,3493,26101,92896,15667 
650,34954,44137,3733,27126,97798,15879 
660,37552,45543,3918,28085,102859,16092 
670,40252,46915,4125,29061,107965,16313 
680,43295,48144,4351,29893,112994,16559 
690,46353,49367,4542,30752,118035,16812 
700,49297,50598,4732,31557,122958,17065 
710,51448,52148,4973,32611,127686,17403 
720,53877,53391,5184,33605,132573,17795 
730,55996,54585,5420,34657,137267,18245 
740,56927,55892,5751,35841,141041,18844 
750,57036,57371,6157,37021,143915,19510 
760,57036,58701,6574,37862,145840,20194 
770,57036,59621,6790,38287,146787,20719 
780,57036,59925,6818,38377,146994,20937 
790,57036,59970,6822,38393,147026,20984 
