time,recvpackets@tsung_controller@ip-172-31-17-128 
10,1212 
20,767 
30,713 
40,713 
50,713 
60,713 
70,713 
80,713 
90,713 
100,713 
110,713 
120,713 
130,713 
140,713 
150,713 
160,713 
170,713 
180,713 
190,713 
200,713 
210,713 
220,713 
230,713 
240,713 
250,713 
260,713 
270,713 
280,713 
290,713 
300,713 
310,713 
320,713 
330,713 
340,713 
350,713 
360,713 
370,713 
380,713 
390,713 
400,713 
410,713 
420,713 
430,713 
440,713 
450,713 
460,713 
470,713 
480,713 
490,713 
500,713 
510,713 
520,713 
530,713 
540,713 
550,713 
560,713 
570,713 
580,713 
590,713 
600,713 
610,713 
620,713 
630,713 
640,713 
650,713 
660,713 
670,713 
680,713 
690,713 
700,713 
710,713 
720,713 
730,713 
740,713 
750,713 
760,713 
770,713 
780,713 
790,713 
