time,users,connected 
0,10,10 
10,14,0 
20,22,7 
30,27,0 
40,31,-4 
50,31,1 
60,37,15 
70,42,0 
80,54,13 
90,71,5 
100,79,4 
110,82,-5 
120,84,12 
130,86,6 
140,90,-2 
150,99,4 
160,106,4 
170,106,-8 
180,113,12 
190,132,19 
200,133,-3 
210,161,16 
220,174,12 
230,182,0 
240,194,17 
250,221,14 
260,261,60 
270,284,-26 
280,298,-4 
290,304,16 
300,320,24 
310,355,24 
320,404,58 
330,462,25 
340,510,40 
350,560,72 
360,644,83 
370,727,75 
380,825,60 
390,921,32 
400,1005,24 
410,1071,0 
420,1118,-4 
430,1158,60 
440,1163,-30 
450,1198,48 
460,1214,9 
470,1222,-6 
480,1287,23 
490,1316,32 
500,1366,-23 
510,1407,21 
520,1419,-13 
530,1443,36 
540,1505,67 
550,1561,20 
560,1664,43 
570,1759,17 
580,1843,20 
590,1869,0 
600,1893,-1 
610,1939,72 
620,1948,-23 
630,1977,42 
640,2013,-22 
650,2026,4 
660,2050,5 
670,2083,26 
680,2083,24 
690,2139,35 
700,2156,-4 
710,2229,150 
720,2238,-252 
730,2238,-231 
740,2238,-165 
750,2238,-166 
760,2238,-181 
770,2238,-189 
780,2238,-123 
790,2238,-28 
