time,recvpackets@tsung_controller@ip-172-31-17-128 
10,1212 
20,1212 
30,1212 
40,1212 
50,1534 
60,1534 
70,1534 
80,1534 
90,1885 
100,2576 
110,3332 
120,3440 
130,3440 
140,3440 
150,3440 
160,4109 
170,4251 
180,4517 
190,4640 
200,4972 
210,5577 
220,6535 
230,6854 
240,7185 
250,7829 
260,8319 
270,9841 
280,11336 
290,13163 
300,13313 
310,13634 
320,14109 
330,14447 
340,16718 
350,17315 
360,17962 
370,17962 
380,18598 
390,18598 
400,20753 
410,23246 
420,25470 
430,27852 
440,28468 
450,28687 
460,28687 
470,30256 
480,30948 
490,33388 
500,35477 
510,35477 
520,38678 
530,38678 
540,38977 
550,39401 
560,39612 
570,41979 
580,44801 
590,49015 
600,49816 
610,50668 
620,50668 
630,50668 
640,51007 
650,52245 
660,52245 
670,52634 
680,52792 
690,52792 
700,52792 
710,52792 
720,52792 
730,52792 
740,52792 
750,52792 
760,52792 
770,52792 
780,52792 
790,52792 
