time,session 
40,0.5 
50,0.4 
60,0.8 
70,0.7 
80,0.5 
90,0.3 
100,0.5 
110,1.7 
120,1.3 
130,1.9 
140,1.5 
150,1.1 
160,1.8 
170,2 
180,1.7 
190,2.1 
200,2.3 
210,1.9 
220,2.3 
230,2.9 
240,3.5 
250,3 
260,3.1 
270,3.4 
280,4.5 
290,4.7 
300,6.6 
310,6.4 
320,4.8 
330,4.6 
340,4.5 
350,5 
360,6.6 
370,5.6 
380,6.2 
390,6.3 
400,7.7 
410,8.8 
420,11.8 
430,14.8 
440,18 
450,15.1 
460,18.3 
470,18.4 
480,16.8 
490,17.4 
500,18 
510,19.6 
520,21.3 
530,20.5 
540,22.7 
550,23.7 
560,24.4 
570,21.7 
580,23.3 
590,27.4 
600,30.8 
610,31.8 
620,33.5 
630,29.7 
640,32.1 
650,31.9 
660,31.9 
670,33.1 
680,37.3 
690,34.3 
700,36.4 
710,29 
720,33.7 
730,32.8 
740,33.4 
750,30.8 
760,42 
770,37.1 
780,18.5 
790,3.4 
