time,sentpackets@tsung_controller@ip-172-31-17-128 
10,988 
20,988 
30,988 
40,988 
50,988 
60,988 
70,1002 
80,1002 
90,1192 
100,1674 
110,2135 
120,2262 
130,2262 
140,2262 
150,2272 
160,2611 
170,2837 
180,2983 
190,3105 
200,3369 
210,3540 
220,4217 
230,4416 
240,4739 
250,5093 
260,5363 
270,6097 
280,7179 
290,8139 
300,8492 
310,8691 
320,9020 
330,9203 
340,10156 
350,10596 
360,11095 
370,11270 
380,11775 
390,12044 
400,14197 
410,16626 
420,18661 
430,20381 
440,21197 
450,21663 
460,21878 
470,22435 
480,22917 
490,24356 
500,25906 
510,26259 
520,28306 
530,28306 
540,28788 
550,29512 
560,29843 
570,31667 
580,33848 
590,36724 
600,38175 
610,38799 
620,38945 
630,39040 
640,39040 
650,40615 
660,40775 
670,42011 
680,42441 
690,42441 
700,42441 
710,42441 
720,42441 
730,42441 
740,42441 
750,42441 
760,42441 
770,42441 
780,42441 
790,42441 
