time,502,200,500,422,400,302 
350,0.1,69.7,,39.4,76.7,47 
360,5.6,71.5,,35.2,76.7,46 
370,1.8,77,,39,78.8,45.1 
380,23.2,68.5,,34.7,86.1,40.6 
390,36.7,73.7,,41.1,115.9,41.5 
400,62.1,68.7,0.3,41.5,143.7,40.7 
410,80,75.8,0.4,51,184.7,42.5 
420,97.2,78.9,1.4,57.1,213.1,40.1 
430,96.4,86.8,4.1,57.8,217.1,41.8 
440,108.5,81.4,6.4,57.1,220.5,39.3 
450,107.4,87.7,5.9,58.3,228.2,35.7 
460,95,93.3,7.7,61.9,226.2,38.9 
470,94.4,101.2,8.3,61.3,234.1,39 
480,87.2,101.8,9.2,65.5,238.4,35.4 
490,79.4,120.5,10.6,74.9,256.1,37.2 
500,112.1,111.8,10.2,75.4,284.8,33.1 
510,100.8,127.7,14.9,81.2,304.9,31.6 
520,94.1,132.8,16.8,82.2,306.6,32.2 
530,94.5,133.8,16.3,86.4,316.8,29.2 
540,120,133.4,18.9,83.7,320.5,26.7 
550,126.3,130.4,20.2,77.7,321.7,28.6 
560,147.8,125,17.4,78.5,336.5,25.4 
570,151.4,142.4,16.2,89.1,383.4,26.1 
580,167.6,156.2,19.7,102.7,435,26.4 
590,183.8,154.5,21.1,102.2,451,24.8 
600,197.4,150.8,22.1,103.2,464.1,23.8 
610,191.2,162.9,26.9,103.2,458.7,22.8 
620,215,146.7,26.9,93,458.1,20.1 
630,184.5,149.7,22.8,99.4,437.1,20.7 
640,208.7,154.9,24.6,104.9,475.5,22.6 
650,225.2,156.8,24,102.5,490.2,21.2 
660,259.8,140.6,18.5,95.9,506.1,21.3 
670,270,137.2,20.7,97.6,510.6,22.1 
680,304.3,122.9,22.6,83.2,502.9,24.6 
690,305.8,122.3,19.1,85.9,504.1,25.3 
700,294.4,123.1,19,80.5,492.3,25.3 
710,215.1,155,24.1,105.4,472.8,33.8 
720,242.9,124.3,21.1,99.4,488.7,39.2 
730,211.9,119.4,23.6,105.2,469.4,45 
740,93.1,130.7,33.1,118.4,377.4,59.9 
750,10.9,147.9,40.6,118,287.4,66.6 
760,0,133,41.7,84.1,192.5,68.4 
770,0,92,21.6,42.5,94.7,52.5 
780,0,30.4,2.8,9,20.7,21.8 
790,0,4.5,0.4,1.6,3.2,4.7 
