time,size_sent,size_rcv 
0,3.6296875,126.8328125 
10,17.21484375,196.8265625 
20,40.6046875,472.31640625 
30,60.80703125,607.853125 
40,97.84765625,901.546875 
50,94.4671875,842.81875 
60,87.7765625,922.92890625 
70,81.58125,778.51328125 
80,113.109375,1244.55859375 
90,149.296875,1467.98515625 
100,207.484375,2005.8109375 
110,239.1984375,2200.86328125 
120,208.77578125,1948.27578125 
130,213.5015625,2083.9859375 
140,222.7734375,2060.33125 
150,260.996875,2496.88671875 
160,281.57421875,2642.6828125 
170,301.55859375,2689.6390625 
180,291.990625,2859.471875 
190,321.5734375,3135.41796875 
200,353.40625,3327.95390625 
210,416.55703125,3948.26328125 
220,444.2734375,4239.4859375 
230,440.6484375,4171.57109375 
240,494.9609375,4722.1078125 
250,526.203125,5047.1359375 
260,593.30234375,5935.56796875 
270,717.89296875,6705.96875 
280,834.93203125,7892.14140625 
290,864.23828125,7988.04609375 
300,853.19375,8114.62265625 
310,893.11484375,8256.8796875 
320,927.0453125,8505.58125 
330,1004.76640625,10202.94453125 
340,1068.49453125,10084.73125 
350,1162.57109375,10407.48359375 
360,1138.15390625,10471.45234375 
370,1177.9140625,10873.07890625 
380,1198.99609375,9705.9953125 
390,1411.72734375,10623.225 
400,1599.95859375,9875.25234375 
410,1916.31953125,10923.93359375 
420,2129.92734375,11415.1765625 
430,2184.43828125,11995.64296875 
440,2226.33984375,11209.35703125 
450,2257.31328125,11608.56953125 
460,2269.97578125,12394.94765625 
470,2345.75234375,12981.5875 
480,2307.90546875,13162.5796875 
490,2489.18671875,14876.703125 
500,2667.8328125,13961.52265625 
510,2806.95625,15624.1078125 
520,2834.2234375,16128.2765625 
530,2871.7171875,16277.103125 
540,2982.140625,15926.825 
550,2974.790625,15496.6546875 
560,3057.32578125,14992.66875 
570,3364.68984375,16948.2390625 
580,3776.33125,18456.0171875 
590,3897.88203125,18112.1078125 
600,3972.49140625,17998.4359375 
610,4008.00546875,18992.33203125 
620,3992.3046875,17266.36328125 
630,3767.51484375,17587.76953125 
640,4087.01484375,18356.140625 
650,4216.5578125,18521.1375 
660,4282.3703125,16905.85390625 
670,4324.23671875,17015.43359375 
680,4362.50859375,15463.78515625 
690,4326.990625,15591.421875 
700,4192.4703125,15283.2296875 
710,4207.3609375,19162.4625 
720,4294.3078125,16645.96796875 
730,4179.59140625,16884.125 
740,3543.1734375,19350.6671875 
750,2934.77265625,21901.74140625 
760,2396.27109375,18370.4171875 
770,1513.53671875,11137.8125 
780,471.1671875,2871.8109375 
790,83.009375,458.38671875 
