time,users_count,finish_users_count 
0,11,0 
10,18,0 
20,27,0 
30,37,0 
40,47,6 
50,55,12 
60,69,20 
70,85,27 
80,96,35 
90,115,48 
100,126,59 
110,145,68 
120,159,83 
130,184,99 
140,192,110 
150,213,125 
160,227,142 
170,249,159 
180,283,174 
190,318,190 
200,365,207 
210,412,231 
220,453,253 
230,493,282 
240,536,316 
250,598,357 
260,663,393 
270,720,429 
280,783,461 
290,850,485 
300,918,514 
310,1010,539 
320,1115,577 
330,1234,602 
340,1323,636 
350,1427,670 
360,1568,711 
370,1718,751 
380,1878,806 
390,2031,884 
400,2206,968 
410,2363,1073 
420,2540,1220 
430,2723,1385 
440,2899,1563 
450,3081,1751 
460,3281,1927 
470,3475,2096 
480,3712,2264 
490,3943,2452 
500,4173,2616 
510,4397,2827 
520,4631,3026 
530,4886,3255 
540,5173,3490 
550,5474,3721 
560,5798,3950 
570,6065,4181 
580,6313,4420 
590,6556,4685 
600,6899,4970 
610,7251,5268 
620,7609,5554 
630,7969,5855 
640,8272,6154 
650,8454,6414 
660,8654,6696 
670,8964,7028 
680,9371,7395 
690,9825,7730 
700,10210,8050 
710,10488,8318 
720,10556,8544 
730,10556,8862 
740,10556,9187 
750,10556,9538 
760,10556,9820 
770,10556,10073 
780,10556,10291 
790,10556,10433 
800,10556,10512 
810,10556,10550 
820,10556,10553 
830,10556,10554 
840,10556,10554 
850,10556,10556 
854,10556,10556 
