time,sentpackets@tsung_controller@ip-172-31-29-6 
10,162 
20,475 
30,488 
40,703 
50,887 
60,960 
70,1077 
80,1272 
90,1366 
100,1517 
110,1547 
120,1595 
130,1733 
140,1733 
150,1743 
160,1933 
170,1933 
180,1933 
190,2460 
200,2672 
210,3369 
220,3899 
230,4134 
240,4717 
250,4854 
260,4989 
270,5165 
280,5236 
290,5626 
300,5646 
310,5646 
320,5913 
330,5986 
340,6695 
350,7546 
360,9514 
370,10182 
380,10520 
390,12494 
400,15246 
410,17216 
420,18881 
430,20845 
440,21025 
450,21025 
460,21208 
470,21557 
480,21747 
490,22846 
500,23656 
510,25008 
520,26129 
530,26840 
540,27987 
550,28430 
560,29540 
570,31299 
580,32454 
590,33036 
600,37877 
610,37877 
620,37877 
630,37877 
640,37877 
650,39966 
660,40083 
670,40861 
680,40861 
690,40861 
700,40861 
710,40861 
720,40861 
730,40861 
740,40861 
750,40861 
760,40861 
770,40861 
780,40861 
790,40861 
800,40861 
810,40861 
820,40861 
830,40861 
840,40861 
850,40861 
