time,connect,request 
0,1.211,7.27 
10,1.146,6.726 
20,1.146,6.06 
30,1.134,5.505 
40,1.122,5.505 
50,1.112,5.505 
60,1.007,5.505 
70,1.007,5.505 
80,1.007,5.5 
90,0.979,5.193 
100,0.979,5.193 
110,0.706,5.158 
120,0.706,5.133 
130,0.706,5.123 
140,0.706,5.123 
150,0.706,5.123 
160,0.706,5.123 
170,0.706,5.123 
180,0.706,5.123 
190,0.706,5.123 
200,0.706,5.108 
210,0.706,5.108 
220,0.706,4.879 
230,0.706,4.879 
240,0.706,4.879 
250,0.682,4.879 
260,0.682,4.879 
270,0.682,4.879 
280,0.682,4.879 
290,0.682,4.879 
300,0.682,4.879 
310,0.682,4.879 
320,0.682,0.325 
330,0.682,0.317 
340,0.605,0.317 
350,0.548,0.314 
360,0.548,0.314 
370,0.548,0.314 
380,0.532,0.305 
390,0.42,0.305 
400,0.42,0.305 
410,0.42,0.305 
420,0.42,0.305 
430,0.419,0.299 
440,0.419,0.298 
450,0.414,0.298 
460,0.414,0.298 
470,0.414,0.298 
480,0.414,0.298 
490,0.414,0.298 
500,0.414,0.298 
510,0.414,0.298 
520,0.414,0.298 
530,0.414,0.298 
540,0.414,0.298 
550,0.414,0.298 
560,0.414,0.276 
570,0.414,0.276 
580,0.414,0.276 
590,0.414,0.276 
600,0.414,0.276 
610,0.414,0.276 
620,0.414,0.276 
630,0.414,0.276 
640,0.414,0.276 
650,0.414,0.276 
660,0.414,0.276 
670,0.414,0.276 
680,0.414,0.276 
690,0.414,0.276 
700,0.414,0.276 
710,0.414,0.276 
720,0.414,0.276 
730,0.414,0.276 
740,0.414,0.276 
750,0.414,0.276 
760,0.414,0.276 
770,0.414,0.276 
780,0.414,0.276 
790,0.414,0.276 
800,0.414,0.276 
810,0.414,0.276 
820,0.414,0.276 
830,0.414,0.276 
840,0.414,0.276 
850,0.414,0.276 
854,0.414,0.276 
