time,recvpackets@tsung_controller@ip-172-31-29-6 
10,209 
20,780 
30,940 
40,1455 
50,1627 
60,1829 
70,2082 
80,2405 
90,2782 
100,2806 
110,3044 
120,3091 
130,3534 
140,3534 
150,3539 
160,3662 
170,3662 
180,3662 
190,4700 
200,5406 
210,6689 
220,7636 
230,8347 
240,9778 
250,9797 
260,9890 
270,10574 
280,10574 
290,11368 
300,11368 
310,11368 
320,11475 
330,11475 
340,11973 
350,12702 
360,17572 
370,18526 
380,18672 
390,20435 
400,23551 
410,25402 
420,26657 
430,28803 
440,28803 
450,28803 
460,28803 
470,28837 
480,29832 
490,32703 
500,32703 
510,34027 
520,35333 
530,35520 
540,37338 
550,37684 
560,39133 
570,41547 
580,41862 
590,42196 
600,48552 
610,48552 
620,48552 
630,48552 
640,48552 
650,50961 
660,50961 
670,50961 
680,50961 
690,50961 
700,50961 
710,50961 
720,50961 
730,50961 
740,50961 
750,50961 
760,50961 
770,50961 
780,50961 
790,50961 
800,50961 
810,50961 
820,50961 
830,50961 
840,50961 
850,50961 
