time,users_count,finish_users_count 
0,1.1,0 
10,0.7,0 
20,0.9,0 
30,1,0 
40,1,0.6 
50,0.8,0.6 
60,1.4,0.8 
70,1.6,0.7 
80,1.1,0.8 
90,1.9,1.3 
100,1.1,1.1 
110,1.9,0.9 
120,1.4,1.5 
130,2.5,1.6 
140,0.8,1.1 
150,2.1,1.5 
160,1.4,1.7 
170,2.2,1.7 
180,3.4,1.5 
190,3.5,1.6 
200,4.7,1.7 
210,4.7,2.4 
220,4.1,2.2 
230,4,2.9 
240,4.3,3.4 
250,6.2,4.1 
260,6.5,3.6 
270,5.7,3.6 
280,6.3,3.2 
290,6.7,2.4 
300,6.8,2.9 
310,9.2,2.5 
320,10.5,3.8 
330,11.9,2.5 
340,8.9,3.4 
350,10.4,3.4 
360,14.1,4.1 
370,15,4 
380,16,5.5 
390,15.3,7.8 
400,17.5,8.4 
410,15.7,10.5 
420,17.7,14.7 
430,18.3,16.5 
440,17.6,17.8 
450,18.2,18.8 
460,20,17.6 
470,19.4,16.9 
480,23.7,16.8 
490,23.1,18.8 
500,23,16.4 
510,22.4,21.1 
520,23.4,19.9 
530,25.5,22.9 
540,28.7,23.5 
550,30.1,23.1 
560,32.4,22.9 
570,26.7,23.1 
580,24.8,23.9 
590,24.3,26.5 
600,34.3,28.5 
610,35.2,29.8 
620,35.8,28.6 
630,36,30.1 
640,30.3,29.9 
650,18.2,26 
660,20,28.2 
670,31,33.2 
680,40.7,36.7 
690,45.4,33.5 
700,38.5,32 
710,27.8,26.8 
720,6.8,22.6 
730,0,31.8 
740,0,32.5 
750,0,35.1 
760,0,28.2 
770,0,25.3 
780,0,21.8 
790,0,14.2 
800,0,7.9 
810,0,3.8 
820,0,0.3 
830,0,0.1 
840,0,0 
850,0,0.2 
854,0,0 
