time,size_sent,size_rcv 
0,3.75703125,137.125 
10,30.98203125,387.79921875 
20,64.88515625,633.871875 
30,101.38515625,1066.996875 
40,132.7515625,1253.2078125 
50,144.00390625,1356.6671875 
60,160.9359375,1509.07421875 
70,189.20078125,1778.1578125 
80,212.07265625,1998.5984375 
90,226.709375,2129.6375 
100,238.8828125,2164.04375 
110,250.74765625,2367.24765625 
120,271.67890625,2512.87890625 
130,277.92109375,2649.6625 
140,285.7703125,2528.39375 
150,290.30859375,2714.7984375 
160,290.13046875,2557.73984375 
170,292.5140625,2618.78203125 
180,351.0375,3507.10703125 
190,416.06171875,4032.15078125 
200,491.88828125,4726.0109375 
210,542.42109375,5065.67265625 
220,627.17109375,5758.09921875 
230,686.1296875,6397.753125 
240,745.6953125,6961.24375 
250,746.6671875,6884.48203125 
260,765.44140625,7263.81953125 
270,792.04921875,7290.67734375 
280,876.42265625,7970.46640625 
290,843.65703125,7737.29140625 
300,845.15078125,7690.86796875 
310,824.1796875,7837.325 
320,810.925,7719.75 
330,921.29609375,7832.41328125 
340,960.0828125,7504.615625 
350,1205.48984375,11165.8828125 
360,1336.99140625,11955.0671875 
370,1409.8046875,11761.28671875 
380,1608.09296875,11701.33203125 
390,1862.63203125,12472.68046875 
400,2092.10546875,12193.5671875 
410,2140.55703125,11630.05859375 
420,2415.41796875,11591.146875 
430,2423.7078125,12473.28671875 
440,2339.503125,12117.07421875 
450,2406.640625,11544.42578125 
460,2428.05390625,11698.3296875 
470,2451.66328125,12638.1109375 
480,2560.57421875,13843.9671875 
490,2637.06640625,13010.6640625 
500,2647.5765625,13576.6375 
510,2883.69140625,13889.36171875 
520,2914.56484375,13805.115625 
530,2975.47109375,14428.98046875 
540,3032.76875,14531.11171875 
550,3098.6234375,14905.09453125 
560,3297.74609375,15751.80234375 
570,3279.4875,14775.73046875 
580,3579.95390625,15850.10546875 
590,3429.11484375,14974.31171875 
600,3658.6890625,16579.27109375 
610,3623.19375,15212.1375 
620,3452.30234375,14121.4421875 
630,3819.3265625,14889.403125 
640,4200.26015625,17421.321875 
650,4155.446875,17208.15703125 
660,3604.27265625,14911.47734375 
670,3668.58515625,15482.73984375 
680,3703.60390625,14489.31640625 
690,3525.81953125,14401.76640625 
700,3668.81796875,15946.88046875 
710,4052.86953125,16875.48515625 
720,3965.765625,13858.1703125 
730,4146.80703125,12455.05 
740,3493.50703125,11833.07421875 
750,2537.4671875,9377.34609375 
760,1538.18515625,7705.55390625 
770,1227.1265625,8605.99375 
780,972.51328125,7468.14140625 
790,642.80546875,5093.65703125 
800,304.33203125,4568.81484375 
810,80.68203125,1833.10703125 
820,12.084375,1057.8359375 
830,4.790625,1693.0984375 
840,3.621875,702.253125 
850,4.0140625,1014.6640625 
854,0,0 
