time,users,connected 
0,12,11 
10,24,11 
20,36,12 
30,43,9 
40,49,3 
50,49,2 
60,56,7 
70,57,1 
80,58,2 
90,70,12 
100,72,-3 
110,72,-2 
120,80,14 
130,83,1 
140,83,-8 
150,85,12 
160,102,18 
170,103,1 
180,123,20 
190,156,33 
200,169,13 
210,190,20 
220,204,11 
230,209,2 
240,209,-1 
250,223,20 
260,232,8 
270,245,15 
280,280,32 
290,287,2 
300,327,49 
310,354,25 
320,392,38 
330,443,51 
340,468,18 
350,470,8 
360,530,58 
370,606,79 
380,664,58 
390,731,67 
400,775,44 
410,823,44 
420,829,-2 
430,860,41 
440,894,35 
450,898,1 
460,949,54 
470,1018,67 
480,1095,76 
490,1195,96 
500,1342,146 
510,1464,123 
520,1600,42 
530,1686,63 
540,1843,19 
550,1956,39 
560,2037,-77 
570,2076,-39 
580,2120,39 
590,2147,9 
600,2149,-38 
610,2149,15 
620,2198,71 
630,2250,16 
640,2252,-41 
650,2276,-13 
660,2313,26 
670,2347,28 
