time,502,200,500,422,400,302 
520,251,52122,,53,190,58004 
530,639,54435,,234,756,60428 
540,1437,56764,,528,1829,62801 
550,2623,58906,15,984,3600,64744 
560,4481,60647,60,1538,6155,66143 
570,6349,62211,106,2135,8966,67261 
580,8426,63821,186,2779,12101,68388 
590,10500,65429,315,3481,15285,69483 
600,12299,67217,467,4285,18436,70832 
610,14237,69019,631,5094,21657,72181 
620,16073,70883,830,5928,25001,73550 
630,18354,72440,990,6632,28315,74655 
640,20652,74165,1142,7439,31866,75932 
650,22928,75846,1275,8331,35615,77070 
660,25607,77391,1421,9112,39400,78042 
670,28248,78845,1590,9944,43465,78938 
