time,connect,request 
0,2.404181818181818,9.26392857142857 
10,1.3246363636363634,33.775292682926825 
20,1.3892499999999999,28.439017241379325 
30,1.5350000000000001,25.12136756756756 
40,1.3195000000000001,24.21789323843418 
50,1.3628333333333333,24.42154710144928 
60,1.9528571428571428,22.342999999999993 
70,1.3926666666666667,21.785099264705895 
80,1.7169999999999999,22.429262839879154 
90,1.5200000000000002,21.745060301507532 
100,1.2802727272727275,21.781438095238116 
110,1.3900714285714282,22.685790322580637 
120,1.8503043478260874,22.098774049217013 
130,2.0631874999999997,26.89277605321507 
140,1.4533076923076924,23.284698198198203 
150,1.3417916666666667,22.718487858719627 
160,1.367241379310345,23.77478515625001 
170,1.375777777777778,23.12363573883161 
180,2.927421052631579,22.419439349112405 
190,1.321085106382979,23.170785333333335 
200,1.6373157894736847,22.92152099886493 
210,1.631227272727273,23.931324701195212 
220,1.3750227272727278,23.25607930720143 
230,1.9589999999999996,25.1502718120805 
240,1.9917948717948724,24.01826435810812 
250,1.5704444444444443,24.925434008097188 
260,1.5291,25.89757066052224 
270,1.4123454545454546,25.618250712250685 
280,1.440968253968254,25.795364032358407 
290,1.5751791044776122,26.620363690832818 
300,1.5938279569892464,26.73108270676693 
310,1.3437710843373492,28.076158238172937 
320,1.534505154639175,29.518281797752827 
330,1.4917383177570094,29.010683429513612 
340,1.4018556701030938,32.97473942343694 
350,1.4256041666666663,32.32333728022959 
360,1.6391240875912414,33.19537071651086 
370,1.6634566473988448,35.07555966548755 
380,1.6127312500000006,36.697204337899656 
390,1.5455194805194796,42.09594902439027 
400,1.6047564102564091,45.65437392455334 
410,3.024406249999998,54.168314538777366 
420,2.073132911392405,85.84273433213777 
430,1.7893144329896908,66.73162881461492 
440,1.7205722891566266,79.14567158516051 
450,1.6593076923076935,166.0469403046519 
460,1.7981083743842363,157.41413793770576 
470,1.6279005524861878,215.01933087304928 
480,1.724615062761507,438.24737665289246 
490,1.5240085836909874,565.5761563838897 
500,1.8652384615384605,614.1298696394696 
510,2.0597890295358647,914.8579299037867 
520,5.133973607038121,1083.4457505690386 
530,4.5908251295336875,1070.39019148211 
540,6.721337408312959,922.8001599708855 
550,7.346092145015116,851.9983306709279 
560,7.32263965963744,765.1266936097137 
570,6.869947107438024,753.9821406796641 
580,6.291562589928054,760.4195785771971 
590,7.467582329317271,729.634872810013 
600,22.38740929009641,743.6664889404994 
610,12.13875909090914,690.0210418910162 
620,12.501684964845795,694.1140507092903 
630,9.80260675713104,667.9654125713041 
640,11.523066753585352,655.9916028737427 
650,12.897560366155396,659.2267805471158 
660,10.189281903388576,641.8167292549989 
670,10.128252319529274,645.6901877672755 
