time,page 
0,6.678 
10,5.456 
20,5.456 
30,5.264 
40,5.264 
50,5.264 
60,5.264 
70,5.264 
80,5.264 
90,5.264 
100,5.239 
110,5.239 
120,5.239 
130,5.239 
140,5.239 
150,5.239 
160,4.932 
170,4.932 
180,4.932 
190,4.932 
200,4.932 
210,4.932 
220,4.932 
230,4.932 
240,4.932 
250,4.932 
260,4.932 
270,4.932 
280,4.932 
290,4.932 
300,4.932 
310,4.932 
320,4.932 
330,4.932 
340,4.932 
350,4.932 
360,4.932 
370,4.932 
380,4.932 
390,4.932 
400,4.932 
410,4.932 
420,4.932 
430,4.932 
440,4.932 
450,4.932 
460,4.932 
470,4.932 
480,4.932 
490,4.932 
500,4.932 
510,4.932 
520,0.796 
530,0.786 
540,0.786 
550,0.786 
560,0.778 
570,0.778 
580,0.778 
590,0.778 
600,0.778 
610,0.778 
620,0.778 
630,0.778 
640,0.778 
650,0.778 
660,0.778 
670,0.778 
