time,users_count,finish_users_count 
0,12,0 
10,24,0 
20,36,0 
30,43,0 
40,53,7 
50,59,12 
60,73,23 
70,89,32 
80,100,42 
90,119,50 
100,130,62 
110,143,79 
120,166,88 
130,183,102 
140,195,124 
150,219,135 
160,248,146 
170,266,163 
180,304,181 
190,351,195 
200,389,220 
210,433,244 
220,477,277 
230,507,305 
240,548,347 
250,611,388 
260,662,432 
270,717,472 
280,782,502 
290,846,568 
300,938,611 
310,1023,670 
320,1117,728 
330,1225,784 
340,1325,862 
350,1420,950 
360,1560,1030 
370,1727,1124 
380,1889,1225 
390,2044,1313 
400,2199,1424 
410,2389,1573 
420,2548,1731 
430,2740,1885 
440,2906,2018 
450,3087,2195 
460,3290,2343 
470,3480,2466 
480,3719,2628 
490,3955,2764 
500,4211,2869 
510,4453,2989 
520,4698,3100 
530,4924,3238 
540,5215,3373 
550,5503,3547 
560,5808,3771 
570,6107,4034 
580,6453,4335 
590,6770,4623 
600,7035,4930 
610,7346,5211 
620,7683,5493 
630,8033,5790 
640,8356,6107 
650,8685,6412 
660,9062,6759 
670,9427,7082 
