time,users,connected 
0,12,11 
10,24,22 
20,36,34 
30,43,43 
40,46,46 
50,47,48 
60,50,55 
70,57,56 
80,58,58 
90,69,70 
100,68,67 
110,64,65 
120,78,79 
130,81,80 
140,71,72 
150,84,84 
160,102,102 
170,103,103 
180,123,123 
190,156,156 
200,169,169 
210,189,189 
220,200,200 
230,202,202 
240,201,201 
250,223,221 
260,230,229 
270,245,244 
280,280,276 
290,278,278 
300,327,327 
310,353,352 
320,389,390 
330,441,441 
340,463,459 
350,470,467 
360,530,525 
370,603,604 
380,664,662 
390,731,729 
400,775,773 
410,816,817 
420,817,815 
430,855,856 
440,888,891 
450,892,892 
460,947,946 
470,1014,1013 
480,1091,1089 
490,1191,1185 
500,1342,1331 
510,1464,1454 
520,1598,1496 
530,1686,1559 
540,1842,1578 
550,1956,1617 
560,2037,1540 
570,2073,1501 
580,2118,1540 
590,2147,1549 
600,2105,1511 
610,2135,1526 
620,2190,1597 
630,2243,1613 
640,2249,1572 
650,2273,1559 
660,2303,1585 
670,2345,1613 
