time,load@tsung_controller@ip-172-31-20-240 
0,0.0 
10,0.0 
20,0.0 
30,0.0 
40,0.0 
50,0.0 
60,0.0 
70,0.0 
80,0.0 
90,0.0 
100,0.0 
110,0.0 
120,0.0 
130,0.0 
140,0.0703125 
150,0.05859375 
160,0.05078125 
170,0.19140625 
180,0.16015625 
190,0.2109375 
200,0.25 
210,0.2890625 
220,0.25 
230,0.2109375 
240,0.1796875 
250,0.30859375 
260,0.26171875 
270,0.21875 
280,0.19140625 
290,0.16015625 
300,0.359375 
310,0.30078125 
320,0.41015625 
330,0.33984375 
340,0.51953125 
350,0.44140625 
360,0.44140625 
370,0.51953125 
380,0.75 
390,0.78125 
400,0.80859375 
410,0.76171875 
420,0.71875 
430,0.83984375 
440,1.01953125 
450,1.08984375 
460,1.0703125 
470,1.2109375 
480,1.26171875 
490,1.2890625 
500,1.3984375 
510,1.33984375 
520,1.2890625 
530,1.48046875 
540,1.3984375 
550,1.41015625 
560,1.5 
570,1.421875 
580,1.44140625 
590,1.37109375 
600,1.46875 
610,1.390625 
620,1.328125 
630,1.28125 
640,1.23828125 
650,1.28125 
660,1.23828125 
670,1.19921875 
680,1.25 
690,1.2890625 
700,1.23828125 
710,1.19140625 
720,1.16015625 
730,1.2109375 
740,1.171875 
750,1.23046875 
760,1.33984375 
770,1.37109375 
780,1.16015625 
790,0.98046875 
