time,recvpackets@tsung_controller@ip-172-31-20-240 
10,122 
20,1041.0 
30,846.0 
40,1183.0 
50,1516.0 
60,1693.0 
70,2063.0 
80,2765.0 
90,3033.0 
100,3381.0 
110,3473.0 
120,3561.0 
130,3065.0 
140,2931.0 
150,2806.0 
160,3792.0 
170,4222.0 
180,4282.0 
190,3934.0 
200,3706.0 
210,5006.0 
220,7063.0 
230,8365.0 
240,8730.0 
250,8643.0 
260,8995.0 
270,9415.0 
280,9172.0 
290,11325.0 
300,12133.0 
310,13647.0 
320,14759.0 
330,15856.0 
340,16901.0 
350,17715.0 
360,18281.0 
370,18479.0 
380,17473.0 
390,17949.0 
400,19604.0 
410,22718.0 
420,27096.0 
430,30084.0 
440,3.07e4 
450,30856.0 
460,30111.0 
470,31950.0 
480,32452.0 
490,34424.0 
500,35216.0 
510,35153.0 
520,36024.0 
530,38334.0 
540,39114.0 
550,40404.0 
560,39798.0 
570,40938.0 
580,43220.0 
590,46573.0 
600,48377.0 
610,49395.0 
620,47982.0 
630,49083.0 
640,47918.0 
650,49512.0 
660,50279.0 
670,50664.0 
680,51806.0 
690,53065.0 
700,51776.0 
710,50315.0 
720,46299.0 
730,37844.0 
740,37762.0 
750,39121.0 
760,35147.0 
770,26485.0 
780,10719.0 
790,2284.0 
