time,connect,request 
0,0.7,1 
10,0.9,2.7 
20,3.6,10.5 
30,5.3,14.2 
40,8.2,20.1 
50,7.7,22.1 
60,9.9,28.1 
70,13.6,36.4 
80,14.8,40.2 
90,16.2,46.6 
100,17.4,46.8 
110,18.3,50.6 
120,17.1,44.1 
130,15.2,40.6 
140,14,38 
150,17.1,48.3 
160,20.5,59.2 
170,23.4,60.4 
180,21,54.1 
190,17.6,48.2 
200,21.3,62.6 
210,33.4,92 
220,39.7,106.4 
230,44.8,122.8 
240,43.7,116.1 
250,44.4,122 
260,47.1,125.8 
270,44.2,122 
280,53.9,146.4 
290,59,165.5 
300,68.4,181.9 
310,73.4,193.3 
320,73.5,207.8 
330,79.7,217.9 
340,86.8,230.3 
350,90.3,240.9 
360,91.6,233.2 
370,88.7,224.7 
380,87.5,235.4 
390,115.6,288.1 
400,152.2,358.2 
410,207,456.7 
420,242.7,508.9 
430,258.4,550.2 
440,250.5,541.2 
450,256.4,540.7 
460,266.7,552.3 
470,271.7,574.3 
480,281.3,583.6 
490,295.4,604.1 
500,302,623.5 
510,308.1,635.8 
520,327.3,665.4 
530,341.6,685.2 
540,358.8,721.1 
550,344.2,684 
560,364.5,742.5 
570,400.2,795.5 
580,434.1,852.8 
590,453.5,891.3 
600,468,912 
610,456.3,899.3 
620,459.1,898.2 
630,433.1,848.5 
640,461.8,907.3 
650,478.6,924.3 
660,477.6,935.8 
670,486.9,948 
680,497.2,1000 
690,487.1,931.2 
700,482.2,905.1 
710,424.2,818.3 
720,368.3,763.3 
730,385.6,781.5 
740,353.6,679.5 
750,293.4,592.9 
760,216.8,492.8 
770,103.5,265.7 
780,26.7,74.9 
790,4.9,15.1 
