time,load@tsung_controller@ip-172-31-20-240 
0,0.0 
10,0.0 
20,0.0 
30,0.0 
40,0.0 
50,0.0 
60,0.0 
70,0.0 
80,0.0 
90,0.0 
100,0.0 
110,0.0 
120,0.0 
130,0.0 
140,0.0703125 
150,0.0703125 
160,0.0703125 
170,0.19140625 
180,0.19140625 
190,0.2109375 
200,0.25 
210,0.2890625 
220,0.2890625 
230,0.2890625 
240,0.2890625 
250,0.30859375 
260,0.30859375 
270,0.30859375 
280,0.30859375 
290,0.30859375 
300,0.359375 
310,0.359375 
320,0.41015625 
330,0.41015625 
340,0.51953125 
350,0.51953125 
360,0.51953125 
370,0.51953125 
380,0.75 
390,0.78125 
400,0.80859375 
410,0.80859375 
420,0.80859375 
430,0.83984375 
440,1.01953125 
450,1.08984375 
460,1.08984375 
470,1.2109375 
480,1.26171875 
490,1.2890625 
500,1.3984375 
510,1.3984375 
520,1.3984375 
530,1.48046875 
540,1.48046875 
550,1.48046875 
560,1.5 
570,1.5 
580,1.5 
590,1.5 
600,1.5 
610,1.5 
620,1.5 
630,1.5 
640,1.5 
650,1.5 
660,1.5 
670,1.5 
680,1.5 
690,1.5 
700,1.5 
710,1.5 
720,1.5 
730,1.5 
740,1.5 
750,1.5 
760,1.5 
770,1.5 
780,1.5 
790,1.5 
