time,page 
0,7.473 
10,1.571 
20,1.321 
30,1.321 
40,1.321 
50,1.208 
60,1.208 
70,1.208 
80,1.208 
90,1.208 
100,1.208 
110,1.142 
120,1.084 
130,1.084 
140,1.084 
150,1.084 
160,1.084 
170,1.084 
180,1.084 
190,1.084 
200,1.084 
210,1.084 
220,1.084 
230,1.084 
240,0.989 
250,0.989 
260,0.989 
270,0.989 
280,0.98 
290,0.98 
300,0.98 
310,0.98 
320,0.938 
330,0.938 
340,0.937 
350,0.937 
360,0.937 
370,0.937 
380,0.937 
390,0.912 
400,0.874 
410,0.874 
420,0.86 
430,0.815 
440,0.815 
450,0.815 
460,0.815 
470,0.815 
480,0.815 
490,0.815 
500,0.815 
510,0.815 
520,0.815 
530,0.815 
540,0.815 
550,0.815 
560,0.815 
570,0.815 
580,0.815 
590,0.815 
600,0.815 
610,0.815 
620,0.815 
630,0.815 
640,0.815 
650,0.815 
660,0.815 
670,0.815 
680,0.815 
690,0.815 
700,0.815 
710,0.815 
720,0.815 
730,0.815 
740,0.815 
750,0.815 
760,0.815 
770,0.815 
780,0.815 
790,0.815 
