time,page 
0,1 
10,2 
20,7 
30,8.9 
40,13.6 
50,14.8 
60,18.7 
70,23.9 
80,26.6 
90,30.9 
100,31.2 
110,32.6 
120,30.2 
130,27.3 
140,26.5 
150,31.8 
160,38 
170,38.9 
180,37.9 
190,34.7 
200,41.4 
210,59.9 
220,68.6 
230,81.4 
240,78.3 
250,81.7 
260,84.8 
270,80.5 
280,98.4 
290,108.9 
300,121.4 
310,130.5 
320,137 
330,143.9 
340,151.6 
350,161 
360,157.5 
370,151.9 
380,157.7 
390,192.9 
400,232.1 
410,295.4 
420,332.8 
430,366.8 
440,366.8 
450,359.9 
460,368.2 
470,382 
480,386.4 
490,404.6 
500,415.7 
510,426.8 
520,440.5 
530,452.9 
540,481.1 
550,460.8 
560,498.7 
570,527.2 
580,563.5 
590,587.8 
600,611.2 
610,598.4 
620,601.4 
630,568.3 
640,601 
650,616.9 
660,622.3 
670,632.7 
680,663.1 
690,616.3 
700,604 
710,558.6 
720,515.2 
730,502.3 
740,435.5 
750,389.4 
760,343.8 
770,202.2 
780,60.8 
790,12.5 
