time,users,connected 
0,7,7 
10,14,12 
20,26,17 
30,35,25 
40,44,34 
50,47,34 
60,55,33 
70,69,44 
80,73,52 
90,77,44 
100,80,52 
110,78,42 
120,72,46 
130,70,49 
140,79,57 
150,90,62 
160,86,47 
170,89,49 
180,96,67 
190,114,83 
200,140,99 
210,172,110 
220,191,125 
230,190,120 
240,196,131 
250,211,137 
260,231,160 
270,249,195 
280,272,172 
290,286,178 
300,326,220 
310,379,284 
320,404,278 
330,428,300 
340,473,336 
350,519,365 
360,583,460 
370,708,591 
380,815,654 
390,925,713 
400,1018,700 
410,1091,708 
420,1178,765 
430,1243,800 
440,1212,780 
450,1224,787 
460,1247,814 
470,1281,818 
480,1300,802 
490,1346,836 
500,1394,873 
510,1413,878 
520,1434,855 
530,1445,862 
540,1491,876 
550,1572,978 
560,1610,961 
570,1689,966 
580,1746,979 
590,1777,988 
600,1808,1033 
610,1830,1024 
620,1824,1036 
630,1815,1043 
640,1835,1011 
650,1849,1052 
660,1866,1048 
670,1918,1083 
680,1802,865 
690,1704,820 
700,1663,917 
710,1768,1088 
720,1587,928 
730,1319,608 
740,1121,542 
750,864,427 
760,535,271 
770,193,115 
780,44,34 
790,7,3 
