time,users_count,finish_users_count 
0,7,0 
10,14,0 
20,26,0 
30,35,0 
40,47,3 
50,57,10 
60,70,15 
70,92,23 
80,107,34 
90,124,47 
100,141,61 
110,150,72 
120,164,92 
130,179,109 
140,202,123 
150,224,134 
160,235,149 
170,250,161 
180,280,184 
190,326,212 
200,361,221 
210,407,235 
220,440,249 
230,480,290 
240,524,328 
250,584,373 
260,642,411 
270,693,444 
280,757,485 
290,815,529 
300,907,581 
310,1015,636 
320,1088,684 
330,1173,745 
340,1277,804 
350,1383,864 
360,1526,943 
370,1702,994 
380,1857,1042 
390,2030,1105 
400,2182,1164 
410,2341,1250 
420,2519,1341 
430,2738,1495 
440,2922,1710 
450,3114,1890 
460,3316,2069 
470,3514,2233 
480,3728,2428 
490,3965,2619 
500,4204,2810 
510,4431,3018 
520,4663,3229 
530,4863,3418 
540,5148,3657 
550,5456,3884 
560,5758,4148 
570,6046,4357 
580,6351,4605 
590,6621,4844 
600,6960,5152 
610,7275,5445 
620,7562,5738 
630,7880,6065 
640,8178,6343 
650,8487,6638 
660,8799,6933 
670,9140,7222 
680,9389,7587 
690,9605,7901 
700,9896,8233 
710,10295,8527 
720,10437,8850 
730,10437,9118 
740,10437,9316 
750,10437,9573 
760,10437,9902 
770,10437,10244 
780,10437,10393 
790,10437,10430 
