time,users,connected 
0,7,7 
10,14,5 
20,26,5 
30,35,8 
40,44,9 
50,47,0 
60,55,-1 
70,69,11 
80,74,8 
90,82,-8 
100,83,8 
110,83,-10 
120,83,4 
130,83,3 
140,83,8 
150,90,5 
160,93,-15 
170,93,2 
180,97,18 
190,114,16 
200,140,16 
210,172,11 
220,191,15 
230,195,-5 
240,200,11 
250,213,6 
260,233,23 
270,250,35 
280,272,-23 
290,289,6 
300,326,42 
310,381,64 
320,404,-6 
330,429,22 
340,473,36 
350,532,29 
360,584,95 
370,709,131 
380,815,63 
390,925,59 
400,1020,-13 
410,1097,8 
420,1178,57 
430,1253,35 
440,1253,-20 
450,1253,7 
460,1253,27 
470,1283,4 
480,1302,-16 
490,1346,34 
500,1395,37 
510,1416,5 
520,1436,-23 
530,1454,7 
540,1492,14 
550,1574,102 
560,1615,-17 
570,1690,5 
580,1747,13 
590,1795,9 
600,1813,45 
610,1838,-9 
620,1838,12 
630,1838,7 
640,1838,-32 
650,1858,41 
660,1881,-4 
670,1923,35 
680,1923,-218 
690,1923,-45 
700,1923,97 
710,1923,171 
720,1923,-160 
730,1923,-320 
740,1923,-66 
750,1923,-115 
760,1923,-156 
770,1923,-156 
780,1923,-81 
790,1923,-31 
