time,connect,request 
0,24.18,33.983 
10,29.161,195.715 
20,29.161,987.943 
30,29.161,987.943 
40,29.161,987.943 
50,29.161,987.943 
60,29.161,987.943 
70,29.161,987.943 
80,29.161,987.943 
90,29.161,987.943 
100,29.161,987.943 
110,29.161,987.943 
120,29.161,987.943 
130,29.161,987.943 
140,29.161,987.943 
150,29.161,987.943 
160,29.161,987.943 
170,29.161,987.943 
180,29.161,987.943 
190,29.161,987.943 
200,29.161,987.943 
210,29.161,987.943 
220,29.161,987.943 
230,29.161,987.943 
240,29.161,987.943 
250,29.161,987.943 
260,29.161,987.943 
270,77.273,2967.182 
280,77.273,2967.182 
290,77.273,2967.182 
300,77.273,2967.182 
310,77.273,2967.182 
320,77.273,2967.182 
330,77.273,2967.182 
340,77.273,2967.182 
350,77.273,2967.182 
360,77.273,2967.182 
370,77.273,2967.182 
380,77.273,2967.182 
390,77.273,2976.968 
400,77.273,3387.547 
410,77.273,3387.547 
420,77.273,3387.547 
430,77.273,3387.547 
440,77.273,3387.547 
450,77.273,3387.547 
460,77.273,3387.547 
470,77.273,3387.547 
480,77.273,3387.547 
490,78.036,3387.547 
500,78.036,3387.547 
510,78.036,3387.547 
520,78.036,3387.547 
530,78.036,3387.547 
540,78.036,3387.547 
550,78.036,3387.547 
560,78.036,3387.547 
570,78.036,3387.547 
580,78.036,3387.547 
590,78.036,3387.547 
600,78.036,3387.547 
610,78.036,3387.547 
620,78.036,3387.547 
630,78.036,3387.547 
640,78.036,3387.547 
650,78.036,3387.547 
660,78.036,3387.547 
670,78.036,3387.547 
680,78.036,3387.547 
690,1028.189,3387.547 
700,1028.189,3387.547 
710,1028.189,3387.547 
720,1028.189,3387.547 
730,1028.189,3859.558 
740,1028.189,3859.558 
750,1028.189,3859.558 
760,1028.189,3859.558 
770,1028.189,3859.558 
780,1028.189,3859.558 
790,1028.189,3859.558 
