time,users_count,finish_users_count 
0,0.7,0 
10,0.7,0 
20,1.2,0 
30,0.9,0 
40,1.2,0.3 
50,1,0.7 
60,1.3,0.5 
70,2.2,0.8 
80,1.5,1.1 
90,1.7,1.3 
100,1.7,1.4 
110,0.9,1.1 
120,1.4,2 
130,1.5,1.7 
140,2.3,1.4 
150,2.2,1.1 
160,1.1,1.5 
170,1.5,1.2 
180,3,2.3 
190,4.6,2.8 
200,3.5,0.9 
210,4.6,1.4 
220,3.3,1.4 
230,4,4.1 
240,4.4,3.8 
250,6,4.5 
260,5.8,3.8 
270,5.1,3.3 
280,6.4,4.1 
290,5.8,4.4 
300,9.2,5.2 
310,10.8,5.5 
320,7.3,4.8 
330,8.5,6.1 
340,10.4,5.9 
350,10.6,6 
360,14.3,7.9 
370,17.6,5.1 
380,15.5,4.8 
390,17.3,6.3 
400,15.2,5.9 
410,15.9,8.6 
420,17.8,9.1 
430,21.9,15.4 
440,18.4,21.5 
450,19.2,18 
460,20.2,17.9 
470,19.8,16.4 
480,21.4,19.5 
490,23.7,19.1 
500,23.9,19.1 
510,22.7,20.8 
520,23.2,21.1 
530,20,18.9 
540,28.5,23.9 
550,30.8,22.7 
560,30.2,26.4 
570,28.8,20.9 
580,30.5,24.8 
590,27,23.9 
600,33.9,30.8 
610,31.5,29.3 
620,28.7,29.3 
630,31.8,32.7 
640,29.8,27.8 
650,30.9,29.5 
660,31.2,29.5 
670,34.1,28.9 
680,24.9,36.5 
690,21.6,31.4 
700,29.1,33.2 
710,39.9,29.4 
720,14.2,32.3 
730,0,26.8 
740,0,19.8 
750,0,25.7 
760,0,32.9 
770,0,34.2 
780,0,14.9 
790,0,3.7 
