time,connect,request 
0,0.912,5.217 
10,0.912,5.217 
20,0.912,4.725 
30,0.767,4.555 
40,0.767,4.409 
50,0.767,4.344 
60,0.706,4.344 
70,0.706,4.344 
80,0.706,4.258 
90,0.706,4.258 
100,0.706,4.258 
110,0.706,4.258 
120,0.706,4.235 
130,0.706,4.235 
140,0.706,4.235 
150,0.706,4.235 
160,0.706,4.235 
170,0.706,4.235 
180,0.706,4.235 
190,0.698,4.235 
200,0.698,4.235 
210,0.698,4.235 
220,0.698,4.235 
230,0.698,4.235 
240,0.692,0.331 
250,0.658,0.3 
260,0.461,0.291 
270,0.461,0.289 
280,0.401,0.287 
290,0.395,0.287 
300,0.395,0.287 
310,0.395,0.287 
320,0.392,0.287 
330,0.392,0.271 
340,0.386,0.271 
350,0.378,0.271 
360,0.378,0.271 
370,0.378,0.271 
380,0.378,0.271 
390,0.37,0.271 
400,0.37,0.271 
410,0.37,0.271 
420,0.37,0.267 
430,0.37,0.267 
440,0.37,0.267 
450,0.366,0.267 
460,0.366,0.267 
470,0.366,0.267 
480,0.366,0.267 
490,0.366,0.267 
500,0.366,0.267 
510,0.366,0.267 
520,0.366,0.267 
530,0.366,0.267 
540,0.366,0.267 
550,0.366,0.267 
560,0.366,0.267 
570,0.366,0.267 
580,0.366,0.267 
590,0.366,0.267 
600,0.366,0.267 
610,0.366,0.267 
620,0.366,0.267 
630,0.366,0.267 
640,0.366,0.267 
650,0.366,0.267 
660,0.366,0.267 
670,0.366,0.267 
680,0.366,0.267 
690,0.366,0.267 
700,0.366,0.267 
710,0.366,0.267 
720,0.366,0.267 
730,0.366,0.267 
740,0.366,0.267 
750,0.366,0.267 
760,0.366,0.267 
770,0.366,0.267 
780,0.366,0.267 
790,0.366,0.267 
800,0.366,0.267 
810,0.366,0.267 
817,0.366,0.267 
