time,users,connected 
0,9,9 
10,17,17 
20,26,25 
30,39,38 
40,49,48 
50,51,52 
60,55,54 
70,63,63 
80,68,69 
90,78,79 
100,89,89 
110,79,79 
120,88,89 
130,84,85 
140,84,84 
150,87,87 
160,95,95 
170,88,88 
180,113,113 
190,145,145 
200,174,174 
210,202,201 
220,225,223 
230,243,244 
240,295,290 
250,322,305 
260,352,294 
270,394,322 
280,394,305 
290,391,296 
300,421,313 
310,471,371 
320,512,388 
330,554,382 
340,572,384 
350,616,391 
360,689,448 
370,752,470 
380,820,486 
390,872,505 
400,899,492 
410,917,479 
420,931,520 
430,967,577 
440,974,575 
450,1020,572 
460,1065,571 
470,1089,554 
480,1185,636 
490,1212,671 
500,1248,656 
510,1274,651 
520,1298,648 
530,1329,704 
540,1394,713 
550,1459,777 
560,1525,788 
570,1604,827 
580,1628,792 
590,1677,823 
600,1756,899 
610,1824,924 
620,1848,919 
630,1884,902 
640,1861,854 
650,1813,843 
660,1780,866 
670,1784,889 
680,1809,931 
690,1882,944 
700,1865,885 
710,1856,840 
720,1568,613 
730,1202,404 
740,837,320 
750,547,277 
760,296,186 
770,100,65 
780,34,21 
790,10,8 
800,2,1 
810,1,0 
817,0,0 
