time,cpu@tsung_controller@ip-172-31-19-141 
0,10.912486060260953 
10,10.912486060260953 
20,10.912486060260953 
30,10.912486060260953 
40,10.912486060260953 
50,10.912486060260953 
60,10.912486060260953 
70,10.912486060260953 
80,10.912486060260953 
90,10.912486060260953 
100,10.912486060260953 
110,10.912486060260953 
120,10.912486060260953 
130,10.912486060260953 
140,10.912486060260953 
150,10.912486060260953 
160,10.912486060260953 
170,10.912486060260953 
180,10.912486060260953 
190,10.912486060260953 
200,10.912486060260953 
210,10.912486060260953 
220,10.912486060260953 
230,10.912486060260953 
240,10.912486060260953 
250,10.912486060260953 
260,10.912486060260953 
270,15.29294935451837 
280,18.208955223880597 
290,19.601990049751244 
300,21.428571428571427 
310,23.81422924901186 
320,23.81422924901186 
330,24.626121635094716 
340,28.090999010880317 
350,31.51219512195122 
360,33.82936507936508 
370,37.4031007751938 
380,38.63198458574181 
390,40.49429657794677 
400,42.16061185468451 
410,43.361986628462276 
420,43.61702127659575 
430,44.35946462715105 
440,44.35946462715105 
450,44.35946462715105 
460,44.35946462715105 
470,44.827586206896555 
480,45.629202689721424 
490,46.23450905624404 
500,46.23450905624404 
510,46.50717703349282 
520,46.962391513982645 
530,47.50479846449136 
540,47.614410905550145 
550,48.06201550387597 
560,48.06201550387597 
570,48.336594911937375 
580,48.91089108910891 
590,49.25668979187314 
600,49.25668979187314 
610,49.30417495029821 
620,49.30417495029821 
630,49.30417495029821 
640,49.30417495029821 
650,49.36086529006883 
660,49.36086529006883 
670,49.36086529006883 
680,49.36086529006883 
690,49.36086529006883 
700,49.40944881889764 
710,49.46025515210991 
720,49.46025515210991 
730,49.46025515210991 
740,49.46025515210991 
750,49.46025515210991 
760,49.46025515210991 
770,49.46025515210991 
780,49.46025515210991 
790,49.46025515210991 
800,49.46025515210991 
810,49.46025515210991 
817,49.46025515210991 
