time,connect,request 
0,3.23871315703942,4.627909731747919 
10,2.702245362656767,23.203449240268714 
20,0.5808381739994368,21.81145205746153 
30,5.873112054703246,38.427851921101215 
40,0.10341403300433756,26.525618341787087 
50,0.2928726825145447,35.8359828109943 
60,0.1421600192542902,34.0780331916278 
70,0.21058073970305144,30.206617186372537 
80,0.0943401047451284,41.307475840396044 
90,2.375209204373993,30.801985360826812 
100,1.5039148635802184,48.81450885387979 
110,0.129,70.2497681961614 
120,0.18231707199060934,38.17877952277075 
130,0.21946354347266941,37.76345812055086 
140,0.10304952281427184,53.71052248474393 
150,2.2471452431477705,57.09806583915637 
160,0.12780019561800368,46.01424718800102 
170,0.16853639163730325,75.13379462567751 
180,0.10453066236755604,75.53996111628348 
190,0.14315584439352685,102.63042125156994 
200,0.13764166015047127,123.41924718053784 
210,3.292031074785519,123.75761298931167 
220,0.16356993137181294,398.52876342531744 
230,0.7255984106292742,245.9167096238804 
240,0.46083776591528497,400.45030846110564 
250,1.2105890922089886,585.1518217422972 
260,0.2598092696694875,940.4617510244741 
270,0.8171039301284453,809.9823953852152 
280,0.8242619047410492,868.4929093057907 
290,0.5981808524946365,918.0018143730194 
300,0.3190517428367657,819.0192073501922 
310,0.7783242586263796,810.8369494714653 
320,0.590358649033629,816.0262852364689 
330,0.9339746869928679,887.9371012816428 
340,1.1993937941499668,835.3270251435466 
350,1.0922702747445656,762.8389906160379 
360,2.0265349547672,728.3507685588464 
370,1.8059408754635644,741.100475697602 
380,1.7217244178338238,738.8635407355358 
390,2.492639553950318,656.7461508959396 
400,2.8480316486281874,613.0836834713971 
410,2.5609974018751487,625.6902148301388 
420,2.783042864250906,551.1111742897161 
430,2.7243296588859702,594.4909001881124 
440,2.9974204416550188,563.824567887534 
450,2.5392901012435263,568.808389094024 
460,2.8917013462776358,529.4220419359478 
470,3.2451240369227654,532.5651192211855 
480,3.215434677683233,499.62217566726184 
490,3.481413596840978,461.89413373579833 
500,3.1969914849683176,498.99328880104724 
510,3.992722086981661,497.99269223261604 
520,3.6542596676651415,476.2425062983475 
530,4.629725113933315,455.2160719058527 
540,4.380641773790287,451.1143578942254 
550,4.5716467919798065,447.8226010355063 
560,4.43944306861399,450.5659783597842 
570,4.974166329233806,404.14557375215264 
580,5.317135274530036,403.9459170242115 
590,5.110066740789702,399.85227375231256 
600,5.658469410492406,397.02140431592136 
610,5.9429866387418055,405.25719724199814 
620,6.585646018848232,363.59046129083896 
630,7.318625550956086,353.2720321294971 
640,7.397321315772844,346.4438986215585 
650,6.933520621688201,341.0222626203844 
660,7.0726324944692145,338.57544112969885 
670,7.1411254063849245,348.43677032313957 
680,6.082767444018535,330.6432560421912 
690,6.698535243461674,339.30842840467653 
700,8.517696616389186,326.31993411085955 
710,7.532684475959966,337.31371180430665 
720,6.45770768585484,339.59932468539284 
730,6.3726217141998776,367.0471099971145 
740,4.648524092517033,417.7520415301819 
750,4.128646747634256,474.33635289207075 
760,2.7878747054250907,535.1895210500769 
770,1.8737852971676403,300.8826202806959 
780,0.42563532695831535,26.663862189866443 
790,0.5300902185527481,17.88067854507226 
800,0.053512157687839096,18.50946362301158 
810,2.1081433917074994,13.925628549993595 
817,0.0,11.844204330482576 
