time,users_count,finish_users_count 
0,9,0 
10,17,0 
20,26,0 
30,39,0 
40,54,5 
50,60,9 
60,73,18 
70,93,30 
80,110,42 
90,129,51 
100,148,59 
110,150,71 
120,171,83 
130,189,105 
140,206,122 
150,228,141 
160,248,153 
170,262,174 
180,302,189 
190,354,209 
200,397,223 
210,444,242 
220,473,248 
230,500,257 
240,561,266 
250,606,284 
260,664,312 
270,729,335 
280,777,383 
290,819,428 
300,897,476 
310,1008,537 
320,1113,601 
330,1208,654 
340,1300,728 
350,1392,776 
360,1551,862 
370,1728,976 
380,1900,1080 
390,2064,1192 
400,2205,1306 
410,2352,1435 
420,2531,1600 
430,2738,1771 
440,2921,1947 
450,3112,2092 
460,3319,2254 
470,3511,2422 
480,3778,2593 
490,3997,2785 
500,4247,2999 
510,4488,3214 
520,4719,3421 
530,4987,3658 
540,5290,3896 
550,5600,4141 
560,5909,4384 
570,6245,4641 
580,6540,4912 
590,6859,5182 
600,7237,5481 
610,7621,5797 
620,7972,6124 
630,8301,6417 
640,8602,6741 
650,8905,7092 
660,9245,7465 
670,9610,7826 
680,9988,8179 
690,10376,8494 
700,10668,8803 
710,10989,9133 
720,11055,9487 
730,11055,9853 
740,11055,10218 
750,11055,10508 
760,11055,10759 
770,11055,10955 
780,11055,11021 
790,11055,11045 
800,11055,11053 
810,11055,11054 
817,11055,11055 
