time,page 
0,1226.046 
10,1226.046 
20,1226.046 
30,1226.046 
40,1226.046 
50,1226.046 
60,1226.046 
70,1226.046 
80,1226.046 
90,1226.046 
100,1226.046 
110,1226.046 
120,1226.046 
130,1226.046 
140,1226.046 
150,1226.046 
160,1226.046 
170,1226.046 
180,1226.046 
190,1226.046 
200,1226.046 
210,1226.046 
220,1226.046 
230,1226.046 
240,1226.046 
250,1226.046 
260,1235.756 
270,2278.325 
280,2612.035 
290,3115.114 
300,3474.779 
310,4140.199 
320,5801.218 
330,5809.987 
340,6275.326 
350,6275.326 
360,6275.326 
370,6275.326 
380,6275.326 
390,6878.78 
400,6878.78 
410,6878.78 
420,6878.78 
430,6878.78 
440,6878.78 
450,6878.78 
460,6878.78 
470,6878.78 
480,6878.78 
490,6878.78 
500,6878.78 
510,6878.78 
520,6878.78 
530,6878.78 
540,6878.78 
550,6878.78 
560,6878.78 
570,6878.78 
580,6878.78 
590,6878.78 
600,6878.78 
610,6878.78 
620,6878.78 
630,6878.78 
640,6878.78 
650,6878.78 
660,6878.78 
670,6878.78 
680,6878.78 
690,6878.78 
700,6878.78 
710,6878.78 
720,8448.105 
730,8448.105 
740,8448.105 
750,8448.105 
760,8448.105 
770,8448.105 
780,8448.105 
790,8448.105 
800,8448.105 
810,8448.105 
818,8448.105 
