time,page 
0,1.6 
10,4.2 
20,9.8 
30,14.5 
40,19.4 
50,21.7 
60,21 
70,19.7 
80,19.2 
90,23.7 
100,28.5 
110,33.9 
120,34.5 
130,31.2 
140,30.3 
150,28 
160,36.1 
170,39.3 
180,41.6 
190,45 
200,49.9 
210,56 
220,65.6 
230,65.9 
240,70.9 
250,74.8 
260,78.2 
270,86.1 
280,87.6 
290,87.9 
300,91.5 
310,90.9 
320,82.6 
330,95.9 
340,115.6 
350,153 
360,184 
370,220.8 
380,262.7 
390,276.7 
400,281.8 
410,304 
420,317.6 
430,324.7 
440,334.1 
450,345.6 
460,362.2 
470,360.3 
480,409.2 
490,418.9 
500,365.7 
510,396.9 
520,389.6 
530,424.4 
540,477.2 
550,506.7 
560,539.5 
570,574.9 
580,559.5 
590,608.4 
600,622.2 
610,624.7 
620,642.4 
630,677.9 
640,712.5 
650,663.8 
660,702.9 
670,652.8 
680,671.6 
690,670.9 
700,693.2 
710,726.9 
720,717.3 
730,631.8 
740,542.4 
750,401.7 
760,255.5 
770,189.5 
780,122.8 
790,70 
800,58.8 
810,18.7 
818,2.7 
