time,users,connected 
0,11,11 
10,28,15 
20,39,12 
30,47,8 
40,51,3 
50,51,-4 
60,51,6 
70,59,7 
80,66,8 
90,78,11 
100,86,9 
110,87,-11 
120,87,4 
130,87,-1 
140,87,-8 
150,87,9 
160,92,12 
170,95,3 
180,117,22 
190,128,12 
200,145,17 
210,167,22 
220,181,13 
230,193,5 
240,210,22 
250,240,30 
260,268,28 
270,307,40 
280,333,27 
290,358,24 
300,413,55 
310,494,82 
320,541,40 
330,622,58 
340,682,49 
350,765,-6 
360,845,43 
370,964,67 
380,1028,-7 
390,1045,-4 
400,1079,12 
410,1079,-28 
420,1113,45 
430,1142,-5 
440,1171,38 
450,1181,-54 
460,1236,77 
470,1265,74 
480,1292,-93 
490,1336,102 
500,1414,74 
510,1481,105 
520,1528,4 
530,1571,-34 
540,1713,61 
550,1814,80 
560,1866,-4 
570,1916,-3 
580,1959,-10 
590,1984,30 
600,2025,31 
610,2074,39 
620,2141,40 
630,2198,-42 
640,2219,141 
650,2219,-223 
660,2219,71 
670,2219,48 
680,2219,0 
690,2240,45 
700,2287,-14 
710,2355,6 
720,2355,-265 
730,2355,-217 
740,2355,-107 
750,2355,-94 
760,2355,-35 
770,2355,-225 
780,2355,-133 
790,2355,-99 
800,2355,-106 
810,2355,-52 
818,2355,-13 
