time,session 
30,0.1 
40,0.5 
50,1 
60,0.8 
70,1.2 
80,1.1 
90,1 
100,0.5 
110,1.3 
120,1.7 
130,1.6 
140,2.9 
150,0.6 
160,1.1 
170,1.8 
180,1.7 
190,2.2 
200,1.9 
210,2.2 
220,1.9 
230,3.1 
240,3.5 
250,3.6 
260,2.7 
270,2.4 
280,2.5 
290,3.4 
300,2.5 
310,2.8 
320,4.6 
330,2.8 
340,2.8 
350,3.7 
360,5 
370,5.5 
380,8.8 
390,13.3 
400,12.7 
410,15.3 
420,13.9 
430,14.9 
440,15.7 
450,16.2 
460,16.5 
470,18.7 
480,17.8 
490,19.7 
500,17.3 
510,19.4 
520,17.2 
530,17.4 
540,18.2 
550,21.3 
560,23.4 
570,26.7 
580,25.5 
590,28.4 
600,31.3 
610,30.2 
620,30.8 
630,30.4 
640,31.8 
650,29.7 
660,35.3 
670,36.1 
680,39.2 
690,33.3 
700,31.8 
710,31.5 
720,35.8 
730,35.2 
740,33 
750,32.7 
760,26.6 
770,30.2 
780,18.9 
790,11.4 
800,10.9 
810,5 
818,1.3 
