time,sentpackets@tsung_controller@ip-172-31-17-128 
10,186 
20,388 
30,665 
40,956 
50,1199 
60,1220 
70,1273 
80,1273 
90,1273 
100,1403 
110,1763 
120,1833 
130,1944 
140,1944 
150,1944 
160,1944 
170,2049 
180,2291 
190,2611 
200,2685 
210,3145 
220,3615 
230,3998 
240,4007 
250,4368 
260,4785 
270,5019 
280,7229 
290,7592 
300,7592 
310,7592 
320,7592 
330,7592 
340,7592 
350,7620 
360,9617 
370,12444 
380,13812 
390,16376 
400,17121 
410,18100 
420,18870 
430,19383 
440,20065 
450,20278 
460,21291 
470,22453 
480,22691 
490,24818 
500,25511 
510,25511 
520,25511 
530,25511 
540,26634 
550,28977 
560,30582 
570,32121 
580,33659 
590,34914 
600,35875 
610,36230 
620,36287 
630,37758 
640,40017 
650,41104 
660,41555 
670,41555 
680,41555 
690,41555 
700,41555 
710,41555 
720,41928 
730,41928 
740,41928 
750,41928 
760,41928 
770,41928 
780,41928 
790,41928 
800,41928 
810,41928 
818,41928 
