time,recvpackets@tsung_controller@ip-172-31-17-128 
10,235 
20,658 
30,1324 
40,1907 
50,2395 
60,2395 
70,2458 
80,2458 
90,2458 
100,2774 
110,3597 
120,3959 
130,3959 
140,3959 
150,3959 
160,3959 
170,4318 
180,4540 
190,5194 
200,5194 
210,6163 
220,7265 
230,8255 
240,8255 
250,8615 
260,9374 
270,9945 
280,13025 
290,13025 
300,13025 
310,13025 
320,13025 
330,13025 
340,13025 
350,13393 
360,14733 
370,17981 
380,19523 
390,21606 
400,21606 
410,23201 
420,23966 
430,24796 
440,25531 
450,25552 
460,26905 
470,28751 
480,31005 
490,34560 
500,35249 
510,35249 
520,35249 
530,35249 
540,37540 
550,39051 
560,41304 
570,42645 
580,44068 
590,45718 
600,46252 
610,46252 
620,46939 
630,47853 
640,50947 
650,51037 
660,51721 
670,52251 
680,52251 
690,52251 
700,52251 
710,52251 
720,52251 
730,52251 
740,52251 
750,52251 
760,52251 
770,52251 
780,52251 
790,52251 
800,52251 
810,52251 
818,52251 
