time,recvpackets@tsung_controller@ip-172-31-17-128 
10,235 
20,658.0 
30,1324.0 
40,1907.0 
50,2395.0 
60,2331.0 
70,2458.0 
80,2045.0 
90,2291.0 
100,2774.0 
110,3597.0 
120,3959.0 
130,3934.0 
140,3456.0 
150,3052.0 
160,3611.0 
170,4318.0 
180,4540.0 
190,5194.0 
200,5166.0 
210,6163.0 
220,7265.0 
230,8255.0 
240,8129.0 
250,8615.0 
260,9374.0 
270,9945.0 
280,13025.0 
290,12525.0 
300,11372.0 
310,11519.0 
320,11477.0 
330,10936.0 
340,11205.0 
350,13393.0 
360,14733.0 
370,17981.0 
380,19523.0 
390,21606.0 
400,21473.0 
410,23201.0 
420,23966.0 
430,24796.0 
440,25531.0 
450,25552.0 
460,26905.0 
470,28751.0 
480,31005.0 
490,34560.0 
500,35249.0 
510,34341.0 
520,34127.0 
530,34690.0 
540,37540.0 
550,39051.0 
560,41304.0 
570,42645.0 
580,44068.0 
590,45718.0 
600,46252.0 
610,45879.0 
620,46939.0 
630,47853.0 
640,50947.0 
650,51037.0 
660,51721.0 
670,52251.0 
680,49254.0 
690,48058.0 
700,50884.0 
710,50683.0 
720,50249.0 
730,46722.0 
740,43136.0 
750,36033.0 
760,26570.0 
770,17438.0 
780,13707.0 
790,8654.0 
800,6243.0 
810,3916.0 
818,708.0 
