time,users_count,finish_users_count 
0,1.1,0 
10,1.7,0 
20,1.1,0 
30,0.9,0.1 
40,0.6,0.5 
50,0.6,1 
60,1.5,0.8 
70,2,1.2 
80,1.8,1.1 
90,2.1,1 
100,1.3,0.5 
110,0.3,1.3 
120,2.1,1.7 
130,1.5,1.6 
140,2,2.9 
150,1.7,0.6 
160,2.2,1.1 
170,2,1.8 
180,4.1,1.7 
190,3.3,2.2 
200,3.6,1.9 
210,4.4,2.2 
220,3.2,1.9 
230,3.5,3.1 
240,5.9,3.5 
250,6.8,3.6 
260,5.5,2.7 
270,6.3,2.4 
280,5.1,2.5 
290,5.9,3.4 
300,8,2.5 
310,10.9,2.8 
320,9.3,4.6 
330,10.9,2.8 
340,8.7,2.8 
350,11.9,3.7 
360,13.2,5 
370,17.4,5.5 
380,15.2,8.8 
390,13.2,13.3 
400,17.6,12.7 
410,15,15.3 
420,17.9,13.9 
430,17.6,14.9 
440,18.4,15.7 
450,17.3,16.2 
460,22.3,16.5 
470,20.7,18.7 
480,21.3,17.8 
490,24,19.7 
500,25.3,17.3 
510,26.1,19.4 
520,21.9,17.2 
530,21.7,17.4 
540,32.3,18.2 
550,31.3,21.3 
560,28.7,23.4 
570,31,26.7 
580,30.5,25.5 
590,29.9,28.4 
600,34.4,31.3 
610,37.1,30.2 
620,37.2,30.8 
630,35.4,30.4 
640,32.1,31.8 
650,27.5,29.7 
660,34.4,35.3 
670,36.6,36.1 
680,38.8,39.2 
690,40.6,33.3 
700,36.6,31.8 
710,37.6,31.5 
720,6.8,35.8 
730,0,35.2 
740,0,33 
750,0,32.7 
760,0,26.6 
770,0,30.2 
780,0,18.9 
790,0,11.4 
800,0,10.9 
810,0,5 
818,0,1.3 
