time,users_count,finish_users_count 
0,11,0 
10,28,0 
20,39,0 
30,48,1 
40,54,6 
50,60,16 
60,75,24 
70,95,36 
80,113,47 
90,134,57 
100,147,62 
110,150,75 
120,171,92 
130,186,108 
140,206,137 
150,223,143 
160,245,154 
170,265,172 
180,306,189 
190,339,211 
200,375,230 
210,419,252 
220,451,271 
230,486,302 
240,545,337 
250,613,373 
260,668,400 
270,731,424 
280,782,449 
290,841,483 
300,921,508 
310,1030,536 
320,1123,582 
330,1232,610 
340,1319,638 
350,1438,675 
360,1570,725 
370,1744,780 
380,1896,868 
390,2028,1001 
400,2204,1128 
410,2354,1281 
420,2533,1420 
430,2709,1569 
440,2893,1726 
450,3066,1888 
460,3289,2053 
470,3496,2240 
480,3709,2418 
490,3949,2615 
500,4202,2788 
510,4463,2982 
520,4682,3154 
530,4899,3328 
540,5222,3510 
550,5535,3723 
560,5822,3957 
570,6132,4224 
580,6437,4479 
590,6736,4763 
600,7080,5076 
610,7451,5378 
620,7823,5686 
630,8177,5990 
640,8498,6308 
650,8773,6605 
660,9117,6958 
670,9483,7319 
680,9871,7711 
690,10277,8044 
700,10643,8362 
710,11019,8677 
720,11087,9035 
730,11087,9387 
740,11087,9717 
750,11087,10044 
760,11087,10310 
770,11087,10612 
780,11087,10801 
790,11087,10915 
800,11087,11024 
810,11087,11074 
818,11087,11087 
