time,users,connected 
0,11,11 
10,28,26 
20,39,38 
30,47,46 
40,48,49 
50,44,45 
60,51,51 
70,59,58 
80,66,66 
90,77,77 
100,85,86 
110,75,75 
120,79,79 
130,78,78 
140,69,70 
150,80,79 
160,91,91 
170,93,94 
180,117,116 
190,128,128 
200,145,145 
210,167,167 
220,180,180 
230,184,185 
240,208,207 
250,240,237 
260,268,265 
270,307,305 
280,333,332 
290,358,356 
300,413,411 
310,494,493 
320,541,533 
330,622,591 
340,681,640 
350,763,634 
360,845,677 
370,964,744 
380,1028,737 
390,1027,733 
400,1076,745 
410,1073,717 
420,1113,762 
430,1140,757 
440,1167,795 
450,1178,741 
460,1236,818 
470,1256,892 
480,1291,799 
490,1334,901 
500,1414,975 
510,1481,1080 
520,1528,1084 
530,1571,1050 
540,1712,1111 
550,1812,1191 
560,1865,1187 
570,1908,1184 
580,1958,1174 
590,1973,1204 
600,2004,1235 
610,2073,1274 
620,2137,1314 
630,2187,1272 
640,2190,1413 
650,2168,1190 
660,2159,1261 
670,2164,1309 
680,2160,1309 
690,2233,1354 
700,2281,1340 
710,2342,1346 
720,2052,1081 
730,1700,864 
740,1370,757 
750,1043,663 
760,777,628 
770,475,403 
780,286,270 
790,172,171 
800,63,65 
810,13,13 
818,0,0 
