time,users_count,finish_users_count 
0,11,0 
10,30,0 
20,49,0 
30,58,1 
40,60,7 
50,60,14 
60,69,34 
70,83,47 
80,101,56 
90,119,59 
100,126,63 
110,142,72 
120,166,85 
130,184,100 
140,203,114 
150,224,126 
160,242,141 
170,259,160 
180,297,184 
190,341,204 
200,380,219 
210,413,241 
220,451,264 
230,496,303 
240,558,338 
250,603,375 
260,653,408 
270,704,449 
280,768,497 
290,827,535 
300,901,587 
310,998,642 
320,1113,696 
330,1198,733 
340,1303,763 
350,1405,795 
360,1552,825 
370,1736,882 
380,1898,961 
390,2065,1046 
400,2218,1174 
410,2366,1319 
420,2532,1496 
430,2723,1666 
440,2932,1822 
450,3117,1983 
460,3321,2137 
470,3527,2290 
480,3739,2483 
490,3974,2679 
500,4208,2887 
510,4433,3082 
520,4676,3278 
530,4909,3503 
540,5207,3726 
550,5496,3973 
560,5812,4202 
570,6085,4440 
580,6409,4674 
590,6715,4955 
600,7086,5238 
610,7488,5551 
620,7886,5846 
630,8229,6162 
640,8585,6497 
650,8921,6865 
660,9337,7242 
670,9762,7630 
680,10152,7981 
690,10524,8353 
700,10863,8707 
710,11158,9070 
720,11239,9469 
730,11239,9858 
740,11239,10239 
750,11239,10560 
760,11239,10871 
770,11239,11125 
780,11239,11207 
790,11239,11232 
800,11239,11238 
803,11239,11239 
