time,page 
0,6.628 
10,6.628 
20,6.304 
30,6.304 
40,6.304 
50,6.304 
60,6.304 
70,6.304 
80,6.304 
90,6.304 
100,6.304 
110,6.092 
120,6.092 
130,6.092 
140,6.092 
150,6.092 
160,6.092 
170,6.092 
180,6.092 
190,6.036 
200,6.036 
210,6.036 
220,6.036 
230,6.036 
240,5.682 
250,5.682 
260,5.682 
270,5.682 
280,5.257 
290,5.257 
300,5.257 
310,5.257 
320,5.257 
330,5.257 
340,5.257 
350,5.257 
360,0.764 
370,0.762 
380,0.762 
390,0.742 
400,0.742 
410,0.742 
420,0.742 
430,0.742 
440,0.742 
450,0.742 
460,0.742 
470,0.742 
480,0.742 
490,0.742 
500,0.741 
510,0.741 
520,0.741 
530,0.741 
540,0.741 
550,0.741 
560,0.741 
570,0.741 
580,0.741 
590,0.741 
600,0.741 
610,0.741 
620,0.741 
630,0.741 
640,0.741 
650,0.741 
660,0.741 
670,0.741 
680,0.741 
690,0.741 
700,0.741 
710,0.741 
720,0.741 
730,0.741 
740,0.741 
750,0.741 
760,0.741 
770,0.741 
780,0.741 
790,0.741 
800,0.741 
803,0.741 
