time,users_count,finish_users_count 
0,1.1,0 
10,1.9,0 
20,1.9,0 
30,0.9,0.1 
40,0.2,0.6 
50,0,0.7 
60,0.9,2 
70,1.4,1.3 
80,1.8,0.9 
90,1.8,0.3 
100,0.7,0.4 
110,1.6,0.9 
120,2.4,1.3 
130,1.8,1.5 
140,1.9,1.4 
150,2.1,1.2 
160,1.8,1.5 
170,1.7,1.9 
180,3.8,2.4 
190,4.4,2 
200,3.9,1.5 
210,3.3,2.2 
220,3.8,2.3 
230,4.5,3.9 
240,6.2,3.5 
250,4.5,3.7 
260,5,3.3 
270,5.1,4.1 
280,6.4,4.8 
290,5.9,3.8 
300,7.4,5.2 
310,9.7,5.5 
320,11.5,5.4 
330,8.5,3.7 
340,10.5,3 
350,10.2,3.2 
360,14.7,3 
370,18.4,5.7 
380,16.2,7.9 
390,16.7,8.5 
400,15.3,12.8 
410,14.8,14.5 
420,16.6,17.7 
430,19.1,17 
440,20.9,15.6 
450,18.5,16.1 
460,20.4,15.4 
470,20.6,15.3 
480,21.2,19.3 
490,23.5,19.6 
500,23.4,20.8 
510,22.5,19.5 
520,24.3,19.6 
530,23.3,22.5 
540,29.8,22.3 
550,28.9,24.7 
560,31.6,22.9 
570,27.3,23.8 
580,32.4,23.4 
590,30.6,28.1 
600,37.1,28.3 
610,40.2,31.3 
620,39.8,29.5 
630,34.3,31.6 
640,35.6,33.5 
650,33.6,36.8 
660,41.6,37.7 
670,42.5,38.8 
680,39,35.1 
690,37.2,37.2 
700,33.9,35.4 
710,29.5,36.3 
720,8.1,39.9 
730,0,38.9 
740,0,38.1 
750,0,32.1 
760,0,31.1 
770,0,25.4 
780,0,8.2 
790,0,2.5 
800,0,0.6 
803,0,0.1 
