time,sentpackets@tsung_controller@ip-172-31-29-45 
10,339 
20,459 
30,890 
40,1162 
50,1558 
60,1558 
70,1558 
80,1558 
90,1558 
100,1558 
110,1558 
120,1630 
130,1808 
140,1808 
150,2015 
160,2312 
170,2404 
180,2409 
190,2723 
200,2882 
210,3502 
220,3931 
230,4382 
240,4436 
250,4949 
260,5118 
270,5444 
280,5964 
290,6158 
300,6336 
310,6964 
320,7338 
330,7670 
340,7670 
350,7702 
360,7742 
370,9229 
380,12122 
390,14596 
400,17442 
410,19102 
420,19102 
430,19102 
440,19102 
450,19102 
460,19692 
470,21241 
480,22221 
490,22689 
500,22921 
510,23548 
520,24474 
530,25758 
540,25987 
550,26430 
560,27070 
570,28556 
580,30228 
590,31996 
600,32460 
610,33693 
620,35174 
630,38089 
640,40561 
650,41160 
660,41160 
670,41160 
680,41160 
690,41160 
700,42483 
710,43581 
720,44292 
730,44292 
740,44292 
750,44292 
760,44292 
770,44292 
780,44292 
790,44292 
800,44292 
