time,users,connected 
0,11,9 
10,30,28 
20,49,48 
30,57,57 
40,53,53 
50,46,46 
60,35,35 
70,36,35 
80,45,43 
90,60,60 
100,63,62 
110,70,70 
120,81,79 
130,84,83 
140,89,90 
150,98,98 
160,101,101 
170,99,99 
180,113,113 
190,137,137 
200,161,161 
210,172,173 
220,187,187 
230,193,193 
240,220,221 
250,228,226 
260,245,246 
270,255,253 
280,271,273 
290,292,292 
300,314,316 
310,356,356 
320,417,418 
330,465,464 
340,540,537 
350,610,605 
360,727,661 
370,854,705 
380,937,741 
390,1019,709 
400,1044,725 
410,1047,706 
420,1036,723 
430,1057,777 
440,1110,769 
450,1134,753 
460,1184,799 
470,1237,792 
480,1256,809 
490,1295,828 
500,1321,870 
510,1351,804 
520,1398,870 
530,1406,841 
540,1481,909 
550,1523,941 
560,1610,991 
570,1645,974 
580,1735,1013 
590,1760,1020 
600,1848,1065 
610,1937,1099 
620,2040,1101 
630,2067,1083 
640,2088,1115 
650,2056,1095 
660,2095,1168 
670,2132,1191 
680,2171,1161 
690,2171,1170 
700,2156,1095 
710,2088,1026 
720,1770,757 
730,1381,530 
740,1000,442 
750,679,352 
760,368,222 
770,114,66 
780,32,24 
790,7,3 
800,1,1 
803,0,0 
