time,users,connected 
0,11,9 
10,30,19 
20,49,20 
30,58,9 
40,58,-4 
50,58,-7 
60,58,-11 
70,58,0 
80,58,8 
90,60,17 
100,63,2 
110,70,8 
120,81,9 
130,85,4 
140,92,7 
150,101,8 
160,103,3 
170,104,-2 
180,113,14 
190,139,24 
200,161,24 
210,174,12 
220,187,14 
230,194,6 
240,222,28 
250,228,5 
260,249,20 
270,260,7 
280,273,20 
290,293,19 
300,317,24 
310,358,40 
320,418,62 
330,466,46 
340,541,73 
350,610,68 
360,727,56 
370,854,44 
380,937,36 
390,1019,-32 
400,1051,16 
410,1054,-19 
420,1056,17 
430,1058,54 
440,1116,-8 
450,1137,-16 
460,1192,46 
470,1238,-7 
480,1260,17 
490,1295,19 
500,1335,42 
510,1356,-66 
520,1403,66 
530,1423,-29 
540,1481,68 
550,1523,32 
560,1612,50 
570,1653,-17 
580,1735,39 
590,1765,7 
600,1848,45 
610,1938,34 
620,2040,2 
630,2075,-18 
640,2098,32 
650,2098,-20 
660,2098,73 
670,2135,23 
680,2171,-30 
690,2198,9 
700,2198,-75 
710,2198,-69 
720,2198,-269 
730,2198,-227 
740,2198,-88 
750,2198,-90 
760,2198,-130 
770,2198,-156 
780,2198,-42 
790,2198,-21 
800,2198,-2 
803,2198,-1 
