time,recvpackets@tsung_controller@ip-172-31-29-45 
10,464 
20,464 
30,464 
40,464 
50,464 
60,464 
70,464 
80,464 
90,464 
100,464 
110,464 
120,464 
130,464 
140,464 
150,464 
160,464 
170,464 
180,464 
190,464 
200,464 
210,464 
220,464 
230,464 
240,464 
250,464 
260,464 
270,464 
280,464 
290,464 
300,464 
310,464 
320,464 
330,464 
340,464 
350,464 
360,464 
370,464 
380,464 
390,464 
400,464 
410,464 
420,464 
430,464 
440,464 
450,464 
460,464 
470,464 
480,464 
490,464 
500,464 
510,464 
520,464 
530,464 
540,464 
550,464 
560,464 
570,464 
580,464 
590,464 
600,464 
610,464 
620,464 
630,464 
640,464 
650,464 
660,464 
670,464 
680,464 
690,464 
700,464 
710,464 
720,464 
730,464 
740,464 
750,464 
760,464 
770,464 
780,464 
790,464 
800,363 
