time,sentpackets@tsung_controller@ip-172-31-29-45 
10,339 
20,339 
30,339 
40,339 
50,339 
60,339 
70,339 
80,339 
90,339 
100,339 
110,339 
120,339 
130,339 
140,339 
150,339 
160,339 
170,339 
180,339 
190,339 
200,339 
210,339 
220,339 
230,339 
240,339 
250,339 
260,339 
270,339 
280,339 
290,339 
300,339 
310,339 
320,339 
330,339 
340,339 
350,339 
360,339 
370,339 
380,339 
390,339 
400,339 
410,339 
420,339 
430,339 
440,339 
450,339 
460,339 
470,339 
480,339 
490,339 
500,339 
510,339 
520,339 
530,339 
540,339 
550,339 
560,339 
570,339 
580,339 
590,339 
600,339 
610,339 
620,339 
630,339 
640,339 
650,339 
660,339 
670,339 
680,339 
690,339 
700,339 
710,339 
720,339 
730,339 
740,339 
750,339 
760,339 
770,339 
780,339 
790,339 
800,309 
