time,502,200,500,422,400,302 
360,211,15177,,45,173,16642 
370,700,16096,,173,758,17439 
380,1368,17051,,387,1695,18222 
390,2405,17926,10,695,3219,18895 
400,3505,18799,42,1064,5014,19541 
410,4731,19649,95,1427,6875,20144 
420,5859,20418,182,1805,8628,20683 
430,6990,21272,281,2189,10303,21261 
440,8254,22071,353,2578,12110,21778 
450,9581,22878,427,2995,14115,22313 
460,10876,23764,512,3432,16230,22840 
470,12403,24607,603,3893,18599,23391 
480,14071,25410,704,4341,21024,23913 
490,15734,26229,804,4816,23493,24395 
500,17486,27090,905,5275,25981,24893 
510,19457,27868,996,5717,28758,25345 
520,21373,28668,1092,6185,31567,25762 
530,23468,29469,1200,6644,34581,26189 
540,25803,30241,1317,7094,37661,26571 
550,28117,30984,1445,7580,40795,26978 
560,30571,31828,1561,8058,44105,27410 
570,33182,32645,1670,8601,47744,27823 
580,35988,33450,1796,9169,51663,28218 
590,38977,34235,1926,9714,55712,28609 
600,41990,34994,2053,10220,59649,28945 
610,45546,35764,2187,10712,64049,29256 
620,49229,36552,2319,11280,68868,29586 
630,53073,37369,2451,11860,74078,29897 
640,57099,38152,2621,12474,79441,30218 
650,61119,38909,2796,13104,84728,30539 
660,65093,39666,2973,13794,89891,30839 
670,69118,40479,3138,14376,94973,31140 
680,73219,41270,3295,14988,100248,31487 
690,77161,42084,3448,15630,105470,31799 
700,80858,43080,3627,16516,111094,32105 
710,84456,44202,3842,17422,116824,32393 
720,87525,45265,4077,18430,122400,32571 
730,90355,46077,4357,19230,127499,32692 
740,92061,46693,4688,20011,131032,32772 
750,92634,47302,5126,20859,133383,32842 
760,92634,47681,5666,21555,134576,32904 
770,92634,47889,5988,21956,135050,33002 
780,92634,47978,6084,22072,135180,33068 
790,92634,48008,6104,22100,135208,33086 
800,92634,48011,6112,22106,135216,33090 
803,92634,48011,6112,22107,135216,33090 
