time,connect,request 
0,24.909,105.118 
10,24.909,143.398 
20,24.909,143.398 
30,24.909,278.475 
40,24.909,278.475 
50,24.909,331.612 
60,24.909,331.612 
70,24.909,331.612 
80,24.909,331.612 
90,24.909,331.612 
100,24.909,331.612 
110,24.909,331.612 
120,24.909,331.612 
130,24.909,331.612 
140,24.909,502.129 
150,24.909,502.129 
160,24.909,502.129 
170,24.909,502.129 
180,24.909,502.129 
190,24.909,502.129 
200,24.909,502.129 
210,24.909,502.129 
220,24.909,502.129 
230,24.909,502.129 
240,24.909,502.129 
250,24.909,502.129 
260,24.909,502.129 
270,24.909,502.129 
280,24.909,557.703 
290,24.909,585.174 
300,24.909,772.735 
310,24.909,772.735 
320,24.909,1113.292 
330,24.909,1449.386 
340,24.909,1691.927 
350,24.909,1823.18 
360,24.909,2633.75 
370,24.909,2633.75 
380,24.909,2633.75 
390,24.909,2633.75 
400,29.528,2775.464 
410,29.528,2775.464 
420,29.528,2949.03 
430,29.528,2949.03 
440,29.528,3023.502 
450,34.583,3091.509 
460,34.583,3091.509 
470,34.583,3091.509 
480,34.583,3091.509 
490,34.583,3325.479 
500,34.583,3325.479 
510,34.583,3325.479 
520,34.583,3325.479 
530,52.632,3831.293 
540,52.632,3831.293 
550,52.632,3831.293 
560,52.632,3831.293 
570,52.632,3831.293 
580,52.632,3831.293 
590,52.632,3841.695 
600,52.632,3841.695 
610,52.632,4161.062 
620,52.632,4288.629 
630,52.632,4666.363 
640,52.632,4666.363 
650,52.632,4666.363 
660,52.632,4666.363 
670,52.632,4666.363 
680,52.632,4666.363 
690,52.632,4666.363 
700,54.28,4666.363 
710,54.28,4666.363 
720,61.223,4666.363 
730,61.223,5303.388 
740,61.223,5956.002 
750,61.223,5956.002 
760,61.223,5956.002 
770,61.223,5956.002 
780,61.223,5956.002 
790,61.223,5956.002 
800,61.223,5956.002 
803,61.223,5956.002 
