time,page 
0,41.73099779271547 
10,43.82488009102883 
20,33.70142119611062 
30,36.95706798092021 
40,33.58250962300347 
50,45.21676252989584 
60,39.11798298990131 
70,32.22120714035536 
80,43.920158917612675 
90,38.60131997345828 
100,51.97657619055929 
110,40.24004293283301 
120,42.7306235229724 
130,61.32388229739035 
140,41.783285458120595 
150,53.6502388436373 
160,40.77018312269145 
170,53.04487483428593 
180,60.4526071875171 
190,149.54914091375196 
200,45.83431437129785 
210,46.80488882966278 
220,63.805689014640414 
230,56.19565127769721 
240,53.40967230848473 
250,62.77334480871331 
260,76.39834914984861 
270,97.36389925009365 
280,125.18607803282208 
290,146.54511595192815 
300,278.43599361983263 
310,276.6433135606839 
320,373.1170607557395 
330,665.4034521843154 
340,768.7865230724627 
350,817.8594642502435 
360,860.0766867458468 
370,1057.1273320922187 
380,1731.844539395341 
390,2049.8915923883346 
400,2081.5984077119792 
410,1873.286230899908 
420,1739.5321787164614 
430,1653.4024860979537 
440,1661.0344279316664 
450,1699.2739262446644 
