time,sentpackets@tsung_controller@ip-172-31-22-253 
10,201 
20,368.0 
30,606.0 
40,965.0 
50,784.0 
60,960.0 
70,984.0 
80,1065.0 
90,1495.0 
100,1422.0 
110,1642.0 
120,1655.0 
130,1978.0 
140,2505.0 
150,2161.0 
160,2142.0 
170,2002.0 
180,2153.0 
190,2366.0 
200,2490.0 
210,2775.0 
220,3186.0 
230,3419.0 
240,4061.0 
250,4479.0 
260,4722.0 
270,5421.0 
280,6464.0 
290,6796.0 
300,7184.0 
310,7602.0 
320,7989.0 
330,7688.0 
340,7920.0 
350,8347.0 
360,8332.0 
370,8339.0 
380,8880.0 
390,9583.0 
400,11838.0 
410,14762.0 
420,18129.0 
430,19976.0 
440,22356.0 
450,22349.0 
