time,users,connected 
0,11,9 
10,18,18 
20,28,27 
30,32,32 
40,31,33 
50,39,38 
60,43,43 
70,53,53 
80,56,56 
90,72,72 
100,81,81 
110,74,75 
120,88,87 
130,87,88 
140,95,95 
150,97,98 
160,92,92 
170,99,98 
180,107,107 
190,119,119 
200,128,128 
210,147,147 
220,166,166 
230,173,173 
240,206,199 
250,238,235 
260,255,255 
270,291,289 
280,305,301 
290,319,321 
300,370,364 
310,408,406 
320,435,436 
330,479,477 
340,543,542 
350,594,591 
360,686,684 
370,820,804 
380,952,906 
390,1053,917 
400,1135,926 
410,1248,951 
420,1359,977 
430,1408,1007 
440,1388,992 
450,1360,960 
