time,users_count,finish_users_count 
0,1.1,0 
10,0.7,0 
20,1,0 
30,0.5,0.1 
40,0.8,0.9 
50,1.3,0.5 
60,1.2,0.8 
70,1.4,0.4 
80,1.2,0.9 
90,2.4,0.8 
100,1.9,1 
110,1.1,1.8 
120,2.1,0.7 
130,1.9,2 
140,2.5,1.7 
150,2.2,2 
160,1.5,2 
170,1.8,1.1 
180,3.1,2.3 
190,2.8,1.6 
200,3.3,2.4 
210,3.7,1.8 
220,3.9,2 
230,3.4,2.7 
240,6.3,3 
250,6.1,2.9 
260,6,4.3 
270,6.5,2.9 
280,5.9,4.5 
290,6.1,4.7 
300,9.8,4.7 
310,10.2,6.4 
320,8.1,5.4 
330,8.8,4.4 
340,9.8,3.4 
350,9.6,4.5 
360,13.6,4.4 
370,16.5,3.1 
380,17.8,4.6 
390,16.6,6.5 
400,14.8,6.6 
410,17.1,5.8 
420,18.2,7.1 
430,18.4,13.5 
440,16.7,18.7 
450,18.8,21.6 
