time,page 
0,7.404 
10,7.404 
20,6.201 
30,6.201 
40,6.201 
50,6.201 
60,6.201 
70,5.98 
80,5.904 
90,5.904 
100,5.904 
110,5.904 
120,5.904 
130,5.904 
140,5.297 
150,5.297 
160,5.297 
170,5.297 
180,5.297 
190,5.297 
200,5.297 
210,5.297 
220,5.297 
230,5.297 
240,5.297 
250,5.297 
260,5.297 
270,5.297 
280,5.297 
290,5.297 
300,5.297 
310,5.297 
320,5.297 
330,5.297 
340,5.297 
350,5.297 
360,5.297 
370,0.94 
380,0.808 
390,0.778 
400,0.769 
410,0.723 
420,0.723 
430,0.723 
440,0.723 
450,0.723 
