time,recvpackets@tsung_controller@ip-172-31-22-253 
10,281 
20,713 
30,1160 
40,1797 
50,1797 
60,1840 
70,1873 
80,2131 
90,2822 
100,2822 
110,3312 
120,3312 
130,4001 
140,4806 
150,4806 
160,4806 
170,4806 
180,4806 
190,4806 
200,4816 
210,5285 
220,6231 
230,6841 
240,7986 
250,8723 
260,9330 
270,10918 
280,12889 
290,13756 
300,14766 
310,15518 
320,15556 
330,15556 
340,15874 
350,16417 
360,16440 
370,16457 
380,16468 
390,16808 
400,19003 
410,22522 
420,27123 
430,28492 
440,30459 
450,30459 
