time,users,connected 
0,12,12 
10,23,22 
20,31,30 
30,45,45 
40,49,50 
50,46,47 
60,50,50 
70,55,55 
80,59,58 
90,71,71 
100,76,76 
110,72,72 
120,86,86 
130,92,91 
140,96,96 
150,106,108 
160,111,111 
170,89,89 
180,109,109 
190,124,124 
200,133,133 
210,151,151 
220,185,185 
230,176,177 
240,198,195 
250,234,233 
260,258,256 
270,284,281 
280,306,305 
290,299,300 
300,338,329 
310,381,367 
320,439,415 
330,460,412 
340,503,421 
350,531,427 
360,595,447 
370,669,524 
380,752,585 
390,844,670 
400,949,756 
410,1007,796 
420,1107,878 
430,1211,978 
440,1309,1063 
450,1411,1118 
460,1492,1115 
470,1590,1220 
480,1665,1310 
490,1758,1387 
500,1824,1377 
510,1895,1405 
520,1964,1529 
530,1995,1488 
540,2070,1526 
550,2176,1667 
560,2291,1773 
570,2407,1797 
580,2515,1815 
590,2599,1899 
600,2703,1983 
610,2798,2080 
620,2843,2134 
630,2885,2164 
640,2905,2106 
650,2960,2185 
660,3011,2299 
670,3052,2262 
680,3077,2286 
690,3112,2298 
700,3162,2365 
710,3176,2294 
720,2924,2200 
730,2599,1782 
740,2237,1451 
750,1881,1244 
760,1487,1117 
770,1093,889 
780,791,658 
790,586,515 
800,359,309 
810,104,111 
820,9,9 
830,0,0 
832,0,0 
